year,origin,export_val,import_val,dest
2010,colombia,81019831.0,19692.0,Switzerland
2011,colombia,1839846.0,0.0,Switzerland
2011,colombia,230073.0,0.0,Switzerland
2012,colombia,0.0,59874.0,Switzerland
2012,colombia,97578.0,0.0,Switzerland
2013,colombia,54883.0,0.0,Switzerland
2013,colombia,277881.0,0.0,Switzerland
2014,colombia,0.0,53068.0,Switzerland
2014,colombia,107279.0,146454.0,Switzerland
2015,colombia,251294.0,439929.0,Switzerland
2016,colombia,0.0,26152.0,Switzerland
2016,colombia,746194.0,521228.0,Switzerland
2017,colombia,50587923.5,760566.0,Switzerland
1963,colombia,1430000.0,0.0,Poland
1964,colombia,2105000.0,0.0,Poland
1965,colombia,3049000.0,0.0,Poland
1966,colombia,4973000.0,0.0,Poland
1967,colombia,4409000.0,0.0,Poland
1968,colombia,2692000.0,0.0,Poland
1969,colombia,6834000.0,0.0,Poland
1970,colombia,1335000.0,0.0,Poland
1971,colombia,3661000.0,0.0,Poland
1972,colombia,4782000.0,0.0,Poland
1973,colombia,3068000.0,0.0,Poland
1974,colombia,9932000.0,0.0,Poland
1975,colombia,9211000.0,0.0,Poland
1976,colombia,727000.0,0.0,Poland
1976,colombia,24000000.0,0.0,Poland
1977,colombia,1305000.0,0.0,Poland
1977,colombia,22039000.0,0.0,Poland
1979,colombia,29662000.0,0.0,Poland
1982,colombia,2400000.0,0.0,Poland
1982,colombia,30114000.0,0.0,Poland
1992,colombia,3185244.0,0.0,Poland
1992,colombia,1305492.0,0.0,Poland
1993,colombia,2431214.0,0.0,Poland
1993,colombia,4583203.0,0.0,Poland
1994,colombia,4297335.0,0.0,Poland
1994,colombia,11167140.0,0.0,Poland
1995,colombia,2905612.0,0.0,Poland
1995,colombia,13040413.0,0.0,Poland
1996,colombia,5013291.0,0.0,Poland
1996,colombia,18832589.0,0.0,Poland
1997,colombia,8398506.0,0.0,Poland
1997,colombia,13336804.0,0.0,Poland
1998,colombia,9469000.0,0.0,Poland
1998,colombia,14963000.0,0.0,Poland
1999,colombia,4333456.0,0.0,Poland
1999,colombia,8528057.0,0.0,Poland
2000,colombia,2574408.0,0.0,Poland
2000,colombia,9265209.0,382000.0,Poland
2001,colombia,2667436.0,0.0,Poland
2001,colombia,4063087.0,0.0,Poland
2002,colombia,1680624.0,0.0,Poland
2002,colombia,2948037.0,0.0,Poland
2003,colombia,2016836.0,0.0,Poland
2003,colombia,3328662.0,0.0,Poland
2004,colombia,3093451.0,0.0,Poland
2004,colombia,4100776.0,0.0,Poland
2005,colombia,4582591.0,0.0,Poland
2005,colombia,9271279.0,0.0,Poland
2006,colombia,6015785.0,0.0,Poland
2006,colombia,7619892.0,0.0,Poland
2007,colombia,9192180.0,0.0,Poland
2007,colombia,7598752.0,0.0,Poland
2008,colombia,21734000.0,0.0,Poland
2008,colombia,8368212.0,0.0,Poland
2009,colombia,11825309.0,7450.0,Poland
2009,colombia,3557017.0,0.0,Poland
2010,colombia,9347070.0,0.0,Poland
2010,colombia,637921.0,0.0,Poland
2011,colombia,3542153.0,0.0,Poland
2011,colombia,634951.0,0.0,Poland
2012,colombia,3293928.0,0.0,Poland
2012,colombia,1125234.0,0.0,Poland
2013,colombia,3522648.0,51504.0,Poland
2013,colombia,317585.0,0.0,Poland
2014,colombia,2810143.0,60675.0,Poland
2014,colombia,1677808.0,0.0,Poland
2015,colombia,2615832.0,108444.0,Poland
2015,colombia,1980472.0,0.0,Poland
2016,colombia,6235456.0,64398.0,Poland
2016,colombia,1360089.0,0.0,Poland
2017,colombia,3489875.0,0.0,Poland
1963,colombia,166000.0,0.0,Romania
1967,colombia,1107000.0,0.0,Romania
1968,colombia,2120000.0,0.0,Romania
1970,colombia,2428000.0,0.0,Romania
1974,colombia,3257000.0,0.0,Romania
1975,colombia,1429000.0,0.0,Romania
1976,colombia,168000.0,0.0,Romania
1977,colombia,1540000.0,0.0,Romania
1977,colombia,7746000.0,0.0,Romania
1979,colombia,7171000.0,0.0,Romania
1980,colombia,11080000.0,0.0,Romania
1981,colombia,5768000.0,0.0,Romania
1982,colombia,26857000.0,0.0,Romania
1983,colombia,20942000.0,0.0,Romania
1989,colombia,1006594.0,0.0,Romania
1990,colombia,3973238.0,0.0,Romania
1991,colombia,447875.0,0.0,Romania
1992,colombia,225617.0,0.0,Romania
1993,colombia,628333.0,0.0,Romania
1994,colombia,161651.0,0.0,Romania
1994,colombia,1804.0,0.0,Romania
1995,colombia,127007.0,0.0,Romania
1995,colombia,94364.0,0.0,Romania
1996,colombia,159882.0,0.0,Romania
1996,colombia,154303.0,0.0,Romania
1997,colombia,115266.0,0.0,Romania
1997,colombia,352656.0,0.0,Romania
1998,colombia,127000.0,0.0,Romania
1998,colombia,391000.0,0.0,Romania
1999,colombia,294231.0,0.0,Romania
1999,colombia,1525332.0,0.0,Romania
2000,colombia,166380.0,0.0,Romania
2000,colombia,1325659.0,0.0,Romania
2001,colombia,3585.0,0.0,Romania
2001,colombia,2037657.0,0.0,Romania
2002,colombia,5461.0,0.0,Romania
2002,colombia,2630218.0,0.0,Romania
2003,colombia,70068.0,0.0,Romania
2003,colombia,4150098.0,0.0,Romania
2004,colombia,181373.0,0.0,Romania
2004,colombia,5510103.0,0.0,Romania
2005,colombia,342118.0,0.0,Romania
2005,colombia,6967747.0,0.0,Romania
2006,colombia,85232.0,0.0,Romania
2006,colombia,6162494.0,0.0,Romania
2007,colombia,6047394.0,0.0,Romania
2008,colombia,5994208.0,0.0,Romania
2009,colombia,4203723.0,0.0,Romania
2010,colombia,4333997.0,0.0,Romania
2011,colombia,2807999.0,0.0,Romania
2012,colombia,3355558.0,0.0,Romania
2013,colombia,4038371.0,0.0,Romania
2014,colombia,5856100.0,0.0,Romania
2015,colombia,202.0,0.0,Romania
2015,colombia,5491440.0,0.0,Romania
2016,colombia,5969995.0,0.0,Romania
2017,colombia,5212688.0,0.0,Romania
1963,colombia,3000.0,0.0,Guatemala
1964,colombia,9000.0,0.0,Guatemala
1995,colombia,2263.0,0.0,Guatemala
1996,colombia,9959.0,0.0,Guatemala
1996,colombia,10231.0,0.0,Guatemala
1997,colombia,40939.0,0.0,Guatemala
1999,colombia,43374.0,0.0,Guatemala
2000,colombia,33583.0,0.0,Guatemala
2000,colombia,4000.0,64853.0,Guatemala
2001,colombia,19421.0,0.0,Guatemala
2001,colombia,0.0,87046.0,Guatemala
2002,colombia,20299.0,0.0,Guatemala
2006,colombia,261.0,0.0,Guatemala
2007,colombia,23869.0,0.0,Guatemala
2007,colombia,237.0,272.0,Guatemala
2008,colombia,215980.0,0.0,Guatemala
2008,colombia,303.0,0.0,Guatemala
2009,colombia,234337.0,0.0,Guatemala
2010,colombia,167058.0,0.0,Guatemala
2011,colombia,258311.0,0.0,Guatemala
2012,colombia,354940.0,0.0,Guatemala
2012,colombia,307.0,0.0,Guatemala
2013,colombia,285307.0,0.0,Guatemala
2014,colombia,640230.0,0.0,Guatemala
2014,colombia,12355.0,0.0,Guatemala
2015,colombia,460706.0,0.0,Guatemala
2015,colombia,11664.0,0.0,Guatemala
2016,colombia,586849.0,0.0,Guatemala
1963,colombia,8000.0,0.0,Trinidad and Tobago
1963,colombia,4000.0,0.0,Trinidad and Tobago
1964,colombia,10000.0,0.0,Trinidad and Tobago
1965,colombia,8000.0,0.0,Trinidad and Tobago
1966,colombia,14000.0,0.0,Trinidad and Tobago
1968,colombia,22000.0,0.0,Trinidad and Tobago
1970,colombia,2000.0,0.0,Trinidad and Tobago
1971,colombia,4000.0,0.0,Trinidad and Tobago
1973,colombia,11000.0,0.0,Trinidad and Tobago
1993,colombia,177291.0,0.0,Trinidad and Tobago
1994,colombia,283214.0,0.0,Trinidad and Tobago
1995,colombia,183200.0,0.0,Trinidad and Tobago
1996,colombia,154774.0,0.0,Trinidad and Tobago
1997,colombia,181619.0,0.0,Trinidad and Tobago
1998,colombia,194000.0,0.0,Trinidad and Tobago
1999,colombia,285489.0,0.0,Trinidad and Tobago
1999,colombia,32665.0,0.0,Trinidad and Tobago
2000,colombia,510756.0,54.0,Trinidad and Tobago
2001,colombia,193394.0,0.0,Trinidad and Tobago
2002,colombia,128159.0,0.0,Trinidad and Tobago
2003,colombia,115415.0,0.0,Trinidad and Tobago
2004,colombia,202553.0,0.0,Trinidad and Tobago
2005,colombia,147970.0,0.0,Trinidad and Tobago
2005,colombia,2.0,0.0,Trinidad and Tobago
2006,colombia,467682.0,0.0,Trinidad and Tobago
2007,colombia,886236.0,0.0,Trinidad and Tobago
2008,colombia,778478.0,0.0,Trinidad and Tobago
2009,colombia,521444.0,0.0,Trinidad and Tobago
2010,colombia,479175.0,0.0,Trinidad and Tobago
2011,colombia,504316.0,0.0,Trinidad and Tobago
2012,colombia,768257.0,0.0,Trinidad and Tobago
2013,colombia,651513.0,0.0,Trinidad and Tobago
2013,colombia,8294.0,0.0,Trinidad and Tobago
2014,colombia,693292.0,0.0,Trinidad and Tobago
2014,colombia,73343.0,0.0,Trinidad and Tobago
2015,colombia,864280.0,0.0,Trinidad and Tobago
2015,colombia,29576.0,0.0,Trinidad and Tobago
2016,colombia,667917.0,0.0,Trinidad and Tobago
2016,colombia,71130.0,0.0,Trinidad and Tobago
1964,colombia,7000.0,0.0,Kuwait
1993,colombia,8392.0,0.0,Kuwait
1996,colombia,1458.0,0.0,Kuwait
1999,colombia,61222.0,0.0,Kuwait
2000,colombia,8783.0,0.0,Kuwait
2000,colombia,25700.0,0.0,Kuwait
2002,colombia,50753.0,0.0,Kuwait
2003,colombia,3555.0,0.0,Kuwait
2004,colombia,43484.0,0.0,Kuwait
2005,colombia,99031.0,0.0,Kuwait
2006,colombia,76673.0,0.0,Kuwait
2006,colombia,2366.0,0.0,Kuwait
2007,colombia,128265.0,0.0,Kuwait
2007,colombia,5462.0,0.0,Kuwait
2008,colombia,102362.0,0.0,Kuwait
2008,colombia,402.0,0.0,Kuwait
2013,colombia,7960.0,0.0,Kuwait
2013,colombia,59532.0,0.0,Kuwait
2014,colombia,10517.0,0.0,Kuwait
2014,colombia,5870.0,0.0,Kuwait
2015,colombia,23905.0,0.0,Kuwait
2015,colombia,342628.0,0.0,Kuwait
2016,colombia,4592.0,0.0,Kuwait
2017,colombia,77036.0,0.0,Kuwait
1964,colombia,6000.0,0.0,Barbados
1965,colombia,3000.0,0.0,Barbados
1966,colombia,2000.0,0.0,Barbados
1969,colombia,1000.0,0.0,Barbados
1974,colombia,6000.0,0.0,Barbados
1980,colombia,11000.0,0.0,Barbados
1983,colombia,35000.0,0.0,Barbados
1984,colombia,48919.0,0.0,Barbados
1985,colombia,72439.0,0.0,Barbados
1985,colombia,4831.0,0.0,Barbados
1986,colombia,100253.0,0.0,Barbados
1986,colombia,145818.0,0.0,Barbados
1987,colombia,72052.0,0.0,Barbados
1988,colombia,85542.0,0.0,Barbados
1988,colombia,662.0,0.0,Barbados
1989,colombia,144906.0,0.0,Barbados
1990,colombia,140638.0,0.0,Barbados
1990,colombia,796.0,0.0,Barbados
1991,colombia,162437.0,0.0,Barbados
1992,colombia,38242.0,0.0,Barbados
1997,colombia,69822.0,0.0,Barbados
1999,colombia,99362.0,0.0,Barbados
2000,colombia,201038.0,0.0,Barbados
2001,colombia,43857.0,0.0,Barbados
2002,colombia,1906.0,0.0,Barbados
2004,colombia,345.0,0.0,Barbados
2005,colombia,108.0,0.0,Barbados
2005,colombia,2374.0,0.0,Barbados
2006,colombia,39329.0,0.0,Barbados
2006,colombia,13701.0,0.0,Barbados
2007,colombia,102717.0,0.0,Barbados
2007,colombia,13160.0,0.0,Barbados
2008,colombia,151870.0,0.0,Barbados
2008,colombia,8.0,0.0,Barbados
2009,colombia,138473.0,0.0,Barbados
2009,colombia,1795.0,0.0,Barbados
2010,colombia,148550.0,0.0,Barbados
2010,colombia,111.0,0.0,Barbados
2011,colombia,154093.0,0.0,Barbados
2011,colombia,490.0,0.0,Barbados
2012,colombia,186001.0,0.0,Barbados
2013,colombia,226213.0,0.0,Barbados
2014,colombia,180587.0,0.0,Barbados
2015,colombia,208180.0,0.0,Barbados
2015,colombia,8.0,0.0,Barbados
2016,colombia,162862.0,0.0,Barbados
2016,colombia,8.0,0.0,Barbados
1965,colombia,5000.0,0.0,Libya
1989,colombia,16112.0,0.0,Libya
2009,colombia,79789.0,0.0,Libya
2012,colombia,89498.0,0.0,Libya
2013,colombia,202392.0,0.0,Libya
2014,colombia,58755.0,0.0,Libya
1965,colombia,714000.0,0.0,USSR
1966,colombia,1934000.0,0.0,USSR
1967,colombia,791000.0,0.0,USSR
1968,colombia,3658000.0,0.0,USSR
1969,colombia,4339000.0,0.0,USSR
1970,colombia,14531000.0,0.0,USSR
1971,colombia,5914000.0,0.0,USSR
1973,colombia,4926000.0,0.0,USSR
1974,colombia,7342000.0,0.0,USSR
1976,colombia,10166000.0,0.0,USSR
1977,colombia,177000.0,0.0,USSR
1979,colombia,2691000.0,0.0,USSR
1980,colombia,6457000.0,0.0,USSR
1982,colombia,5900000.0,0.0,USSR
1983,colombia,5457000.0,0.0,USSR
1965,colombia,2000.0,0.0,Guadeloupe
1979,colombia,48000.0,0.0,Guadeloupe
1980,colombia,35000.0,0.0,Guadeloupe
1981,colombia,26000.0,0.0,Guadeloupe
1982,colombia,6000.0,0.0,Guadeloupe
1983,colombia,2000.0,0.0,Guadeloupe
1983,colombia,3000.0,0.0,Guadeloupe
1984,colombia,2355.0,0.0,Guadeloupe
1985,colombia,6941.0,0.0,Guadeloupe
1986,colombia,3640.0,0.0,Guadeloupe
1987,colombia,469.0,0.0,Guadeloupe
1988,colombia,8293.0,0.0,Guadeloupe
1989,colombia,20017.0,0.0,Guadeloupe
1990,colombia,101492.0,0.0,Guadeloupe
1991,colombia,88708.0,0.0,Guadeloupe
1992,colombia,119615.0,0.0,Guadeloupe
1993,colombia,127811.0,0.0,Guadeloupe
1994,colombia,109177.0,0.0,Guadeloupe
1995,colombia,134441.0,0.0,Guadeloupe
1966,colombia,1000.0,0.0,Taiwan
1966,colombia,7000.0,0.0,Taiwan
1969,colombia,1000.0,0.0,Taiwan
1972,colombia,4000.0,0.0,Taiwan
1973,colombia,56000.0,0.0,Taiwan
1974,colombia,56000.0,0.0,Taiwan
1975,colombia,254000.0,0.0,Taiwan
1979,colombia,377000.0,0.0,Taiwan
1980,colombia,11000.0,0.0,Taiwan
1980,colombia,252000.0,0.0,Taiwan
1981,colombia,172000.0,0.0,Taiwan
1982,colombia,931000.0,0.0,Taiwan
1998,colombia,234000.0,0.0,Taiwan
1998,colombia,1814000.0,0.0,Taiwan
1966,colombia,213000.0,0.0,Bulgaria
1968,colombia,392000.0,0.0,Bulgaria
1969,colombia,235000.0,0.0,Bulgaria
1971,colombia,81000.0,0.0,Bulgaria
1974,colombia,746000.0,0.0,Bulgaria
1996,colombia,5112.0,0.0,Bulgaria
1997,colombia,5572.0,0.0,Bulgaria
1999,colombia,38510.0,0.0,Bulgaria
2000,colombia,13910.0,0.0,Bulgaria
2001,colombia,0.0,528.0,Bulgaria
2001,colombia,65646.0,0.0,Bulgaria
2002,colombia,144074.0,0.0,Bulgaria
2003,colombia,250320.0,0.0,Bulgaria
2004,colombia,4874.0,0.0,Bulgaria
2004,colombia,394360.0,0.0,Bulgaria
2005,colombia,48653.0,0.0,Bulgaria
2005,colombia,746217.0,0.0,Bulgaria
2006,colombia,24098.0,0.0,Bulgaria
2006,colombia,1245205.0,0.0,Bulgaria
2007,colombia,71935.0,0.0,Bulgaria
2007,colombia,1279556.0,0.0,Bulgaria
2008,colombia,81454.0,0.0,Bulgaria
2008,colombia,3099552.0,0.0,Bulgaria
2009,colombia,131663.0,0.0,Bulgaria
2009,colombia,2498453.0,0.0,Bulgaria
2010,colombia,62349.0,0.0,Bulgaria
2015,colombia,62748.0,0.0,Bulgaria
2016,colombia,44851.0,0.0,Bulgaria
1966,colombia,1000.0,0.0,Bolivia
1967,colombia,1000.0,0.0,Bolivia
1968,colombia,1000.0,0.0,Bolivia
1969,colombia,1000.0,0.0,Bolivia
1970,colombia,1000.0,0.0,Bolivia
1973,colombia,1000.0,0.0,Bolivia
1974,colombia,3000.0,0.0,Bolivia
1975,colombia,5000.0,0.0,Bolivia
1976,colombia,7000.0,0.0,Bolivia
1977,colombia,3000.0,0.0,Bolivia
1979,colombia,3000.0,0.0,Bolivia
1980,colombia,54000.0,0.0,Bolivia
1980,colombia,54000.0,0.0,Bolivia
1987,colombia,35439.0,0.0,Bolivia
1989,colombia,21061.0,0.0,Bolivia
1990,colombia,45222.0,0.0,Bolivia
1990,colombia,21315.0,0.0,Bolivia
1991,colombia,64778.0,0.0,Bolivia
1992,colombia,180296.0,0.0,Bolivia
1992,colombia,95486.0,0.0,Bolivia
1993,colombia,421526.0,0.0,Bolivia
1993,colombia,53756.0,0.0,Bolivia
1994,colombia,656524.0,0.0,Bolivia
1995,colombia,837196.0,0.0,Bolivia
1996,colombia,402666.0,0.0,Bolivia
1997,colombia,451596.0,0.0,Bolivia
1998,colombia,523000.0,0.0,Bolivia
1999,colombia,273859.0,0.0,Bolivia
2000,colombia,171552.0,0.0,Bolivia
2001,colombia,220474.0,0.0,Bolivia
2002,colombia,59463.0,0.0,Bolivia
2003,colombia,153387.0,0.0,Bolivia
2004,colombia,90551.0,0.0,Bolivia
2005,colombia,348061.0,0.0,Bolivia
2005,colombia,29.0,0.0,Bolivia
2006,colombia,122653.0,0.0,Bolivia
2006,colombia,530.0,0.0,Bolivia
2007,colombia,378826.0,0.0,Bolivia
2007,colombia,18134.0,0.0,Bolivia
2008,colombia,597722.0,0.0,Bolivia
2008,colombia,1579.0,0.0,Bolivia
2009,colombia,257088.0,0.0,Bolivia
2009,colombia,20.0,0.0,Bolivia
2010,colombia,843932.0,0.0,Bolivia
2010,colombia,345.0,0.0,Bolivia
2011,colombia,370829.0,0.0,Bolivia
2011,colombia,927.0,0.0,Bolivia
2012,colombia,687303.0,0.0,Bolivia
2012,colombia,16312.0,0.0,Bolivia
2013,colombia,751537.0,0.0,Bolivia
2013,colombia,35076.0,0.0,Bolivia
2014,colombia,624819.0,0.0,Bolivia
2014,colombia,138548.0,0.0,Bolivia
2015,colombia,813404.0,0.0,Bolivia
2015,colombia,175063.0,0.0,Bolivia
2016,colombia,673372.0,0.0,Bolivia
2016,colombia,34766.0,0.0,Bolivia
2017,colombia,184690.0,0.0,Bolivia
1967,colombia,2000.0,0.0,Singapore
1968,colombia,4000.0,0.0,Singapore
1969,colombia,52000.0,0.0,Singapore
1970,colombia,10000.0,0.0,Singapore
1971,colombia,19000.0,0.0,Singapore
1972,colombia,17000.0,0.0,Singapore
1973,colombia,21000.0,0.0,Singapore
1977,colombia,81000.0,0.0,Singapore
1979,colombia,92000.0,0.0,Singapore
1979,colombia,28000.0,0.0,Singapore
1980,colombia,84000.0,0.0,Singapore
1981,colombia,682000.0,0.0,Singapore
1983,colombia,55000.0,0.0,Singapore
1985,colombia,98351.0,0.0,Singapore
1986,colombia,2009186.0,0.0,Singapore
1987,colombia,1990062.0,0.0,Singapore
1988,colombia,3120.0,0.0,Singapore
1988,colombia,19369.0,0.0,Singapore
1989,colombia,14164.0,0.0,Singapore
1990,colombia,1433417.0,0.0,Singapore
1991,colombia,156829.0,0.0,Singapore
1991,colombia,475376.0,0.0,Singapore
1992,colombia,1334443.0,0.0,Singapore
1993,colombia,106351.0,0.0,Singapore
1993,colombia,4432496.0,0.0,Singapore
1994,colombia,2830.0,0.0,Singapore
1994,colombia,1795255.0,0.0,Singapore
1995,colombia,4190.0,0.0,Singapore
1995,colombia,316745.0,0.0,Singapore
1996,colombia,549999.0,0.0,Singapore
1996,colombia,649467.0,0.0,Singapore
1997,colombia,365934.0,0.0,Singapore
1997,colombia,749149.0,0.0,Singapore
1998,colombia,404000.0,0.0,Singapore
1998,colombia,832000.0,0.0,Singapore
1999,colombia,303438.0,0.0,Singapore
1999,colombia,766131.0,0.0,Singapore
2000,colombia,291593.0,0.0,Singapore
2000,colombia,420036.0,0.0,Singapore
2001,colombia,362874.0,0.0,Singapore
2001,colombia,273841.0,0.0,Singapore
2002,colombia,360982.0,0.0,Singapore
2002,colombia,176153.0,0.0,Singapore
2003,colombia,436072.0,0.0,Singapore
2003,colombia,331355.0,0.0,Singapore
2004,colombia,643273.0,0.0,Singapore
2004,colombia,254619.0,0.0,Singapore
2005,colombia,428188.0,0.0,Singapore
2005,colombia,417086.0,0.0,Singapore
2006,colombia,202680.0,0.0,Singapore
2006,colombia,450337.0,0.0,Singapore
2007,colombia,1022022.0,0.0,Singapore
2007,colombia,445010.0,0.0,Singapore
2008,colombia,462733.0,0.0,Singapore
2008,colombia,685599.0,0.0,Singapore
2009,colombia,372241.0,0.0,Singapore
2009,colombia,776804.0,0.0,Singapore
2010,colombia,414814.0,0.0,Singapore
2010,colombia,692311.0,0.0,Singapore
2011,colombia,1759088.0,0.0,Singapore
2011,colombia,481897.0,0.0,Singapore
2012,colombia,957952.0,24245.0,Singapore
2012,colombia,1357046.0,0.0,Singapore
2013,colombia,891324.0,0.0,Singapore
2013,colombia,902816.0,0.0,Singapore
2014,colombia,528798.0,0.0,Singapore
2014,colombia,1283056.0,0.0,Singapore
2015,colombia,390669.0,0.0,Singapore
2015,colombia,1235091.0,0.0,Singapore
2016,colombia,282737.0,0.0,Singapore
2016,colombia,1520462.0,0.0,Singapore
2017,colombia,1230285.0,0.0,Singapore
1968,colombia,1000.0,0.0,Burkina Faso
1970,colombia,1000.0,0.0,Burkina Faso
1971,colombia,1000.0,0.0,Burkina Faso
1972,colombia,1000.0,0.0,Burkina Faso
1973,colombia,2000.0,0.0,Burkina Faso
1975,colombia,35000.0,0.0,Burkina Faso
1979,colombia,9000.0,0.0,Burkina Faso
1980,colombia,5000.0,0.0,Burkina Faso
1968,colombia,4000.0,0.0,Hong Kong
1969,colombia,7000.0,0.0,Hong Kong
1971,colombia,11000.0,0.0,Hong Kong
1987,colombia,270369.0,0.0,Hong Kong
1990,colombia,4736.0,0.0,Hong Kong
1990,colombia,26425.0,0.0,Hong Kong
1991,colombia,31924.0,0.0,Hong Kong
1991,colombia,92932.0,0.0,Hong Kong
1992,colombia,108301.0,0.0,Hong Kong
1993,colombia,161898.0,0.0,Hong Kong
1994,colombia,806350.0,0.0,Hong Kong
1996,colombia,138245.0,0.0,Hong Kong
1997,colombia,19680.0,0.0,Hong Kong
1997,colombia,1421254.0,0.0,Hong Kong
1998,colombia,1578000.0,0.0,Hong Kong
1999,colombia,17717.0,0.0,Hong Kong
1999,colombia,943393.0,0.0,Hong Kong
2000,colombia,25460.0,0.0,Hong Kong
2000,colombia,1155761.0,0.0,Hong Kong
2001,colombia,399762.0,0.0,Hong Kong
2001,colombia,767697.0,0.0,Hong Kong
2002,colombia,101258.0,0.0,Hong Kong
2002,colombia,650835.0,0.0,Hong Kong
2003,colombia,83426.0,0.0,Hong Kong
2003,colombia,343165.0,0.0,Hong Kong
2004,colombia,92983.0,0.0,Hong Kong
2004,colombia,633284.0,0.0,Hong Kong
2005,colombia,115465.0,0.0,Hong Kong
2005,colombia,452539.0,0.0,Hong Kong
2006,colombia,45708.0,0.0,Hong Kong
2006,colombia,445678.0,0.0,Hong Kong
2007,colombia,69372.0,0.0,Hong Kong
2007,colombia,479066.0,0.0,Hong Kong
2008,colombia,49875.0,0.0,Hong Kong
2008,colombia,1311897.0,0.0,Hong Kong
2009,colombia,128873.0,0.0,Hong Kong
2009,colombia,841477.0,0.0,Hong Kong
2010,colombia,98160.0,0.0,Hong Kong
2010,colombia,1063818.0,0.0,Hong Kong
2011,colombia,313259.0,0.0,Hong Kong
2011,colombia,1167737.0,0.0,Hong Kong
2012,colombia,179587.0,0.0,Hong Kong
2012,colombia,878359.0,0.0,Hong Kong
2013,colombia,237905.0,0.0,Hong Kong
2013,colombia,1044937.0,0.0,Hong Kong
2014,colombia,62479.0,0.0,Hong Kong
2014,colombia,756055.0,0.0,Hong Kong
2015,colombia,75490.0,0.0,Hong Kong
2015,colombia,833437.0,0.0,Hong Kong
2016,colombia,79278.0,0.0,Hong Kong
2016,colombia,739664.0,0.0,Hong Kong
2017,colombia,955779.5,0.0,Hong Kong
1968,colombia,67000.0,0.0,Thailand
1993,colombia,57988.0,0.0,Thailand
1997,colombia,9345.0,0.0,Thailand
1999,colombia,7453.0,0.0,Thailand
2000,colombia,51996.0,0.0,Thailand
2000,colombia,9719.0,0.0,Thailand
2001,colombia,33468.0,0.0,Thailand
2001,colombia,3191.0,0.0,Thailand
2002,colombia,107543.0,0.0,Thailand
2002,colombia,3647.0,0.0,Thailand
2003,colombia,44140.0,0.0,Thailand
2003,colombia,1134.0,0.0,Thailand
2004,colombia,119596.0,0.0,Thailand
2004,colombia,7415.0,0.0,Thailand
2005,colombia,191713.0,0.0,Thailand
2005,colombia,3911.0,0.0,Thailand
2006,colombia,178362.0,22012.0,Thailand
2006,colombia,8933.0,0.0,Thailand
2007,colombia,256198.0,0.0,Thailand
2007,colombia,35611.0,0.0,Thailand
2008,colombia,120616.0,0.0,Thailand
2008,colombia,43229.0,0.0,Thailand
2009,colombia,84902.0,0.0,Thailand
2009,colombia,34084.0,0.0,Thailand
2010,colombia,176843.0,0.0,Thailand
2010,colombia,20039.0,0.0,Thailand
2011,colombia,100018.0,0.0,Thailand
2011,colombia,1245.0,0.0,Thailand
2012,colombia,141768.0,0.0,Thailand
2013,colombia,13895.0,0.0,Thailand
2014,colombia,0.0,184612.0,Thailand
2015,colombia,72487.0,0.0,Thailand
2016,colombia,92170.0,0.0,Thailand
2016,colombia,10073.0,0.0,Thailand
1969,colombia,2000.0,0.0,Senegal
1972,colombia,1000.0,0.0,Senegal
1975,colombia,1000.0,0.0,Senegal
1979,colombia,3000.0,0.0,Senegal
1980,colombia,3000.0,0.0,Senegal
1981,colombia,4000.0,0.0,Senegal
1969,colombia,6000.0,0.0,Iceland
1971,colombia,2000.0,0.0,Iceland
1972,colombia,2000.0,0.0,Iceland
1977,colombia,36000.0,0.0,Iceland
1978,colombia,253000.0,0.0,Iceland
1979,colombia,262000.0,0.0,Iceland
1980,colombia,253000.0,0.0,Iceland
1981,colombia,934000.0,0.0,Iceland
1982,colombia,292000.0,0.0,Iceland
1983,colombia,187000.0,0.0,Iceland
1984,colombia,304002.0,0.0,Iceland
1985,colombia,225020.0,0.0,Iceland
1986,colombia,1171220.0,0.0,Iceland
1987,colombia,653875.0,0.0,Iceland
1988,colombia,632032.0,0.0,Iceland
1989,colombia,619689.0,0.0,Iceland
1990,colombia,580014.0,0.0,Iceland
1991,colombia,631324.0,0.0,Iceland
1992,colombia,558083.0,0.0,Iceland
1993,colombia,2123.0,0.0,Iceland
1993,colombia,543096.0,0.0,Iceland
1994,colombia,845333.0,0.0,Iceland
1995,colombia,1210405.0,0.0,Iceland
1996,colombia,916159.0,0.0,Iceland
1997,colombia,821150.0,0.0,Iceland
1998,colombia,380000.0,0.0,Iceland
1999,colombia,656611.0,0.0,Iceland
2000,colombia,386155.0,0.0,Iceland
2001,colombia,189243.0,0.0,Iceland
2002,colombia,69840.0,0.0,Iceland
2003,colombia,299948.0,0.0,Iceland
2004,colombia,244476.0,0.0,Iceland
2005,colombia,702.0,0.0,Iceland
2005,colombia,681945.0,0.0,Iceland
2006,colombia,2844.0,0.0,Iceland
2006,colombia,704108.0,0.0,Iceland
2007,colombia,905208.0,0.0,Iceland
2008,colombia,634477.0,0.0,Iceland
2009,colombia,670009.0,0.0,Iceland
2010,colombia,347747.0,0.0,Iceland
2011,colombia,585251.0,0.0,Iceland
2012,colombia,531037.0,0.0,Iceland
2013,colombia,341234.0,0.0,Iceland
2014,colombia,160581.0,0.0,Iceland
2015,colombia,543753.0,0.0,Iceland
2016,colombia,459281.0,0.0,Iceland
