year,origin,export_val,import_val,dest
1969,colombia,5000.0,0.0,Ireland
1970,colombia,24000.0,0.0,Ireland
1971,colombia,6000.0,0.0,Ireland
1972,colombia,8000.0,0.0,Ireland
1973,colombia,11000.0,0.0,Ireland
1975,colombia,13000.0,0.0,Ireland
1976,colombia,2000.0,0.0,Ireland
1977,colombia,65000.0,0.0,Ireland
1978,colombia,17000.0,0.0,Ireland
1980,colombia,84000.0,0.0,Ireland
1981,colombia,36000.0,0.0,Ireland
1982,colombia,32000.0,0.0,Ireland
1983,colombia,1000.0,0.0,Ireland
1983,colombia,14000.0,0.0,Ireland
1984,colombia,16968.0,0.0,Ireland
1984,colombia,67357.0,0.0,Ireland
1985,colombia,862.0,0.0,Ireland
1985,colombia,77336.0,0.0,Ireland
1986,colombia,124516.0,0.0,Ireland
1986,colombia,150938.0,0.0,Ireland
1987,colombia,86310.0,0.0,Ireland
1987,colombia,155000.0,0.0,Ireland
1988,colombia,36546.0,0.0,Ireland
1988,colombia,197263.0,0.0,Ireland
1989,colombia,78648.0,0.0,Ireland
1989,colombia,197889.0,0.0,Ireland
1990,colombia,64969.0,0.0,Ireland
1990,colombia,134580.0,0.0,Ireland
1991,colombia,86583.0,0.0,Ireland
1991,colombia,89237.0,0.0,Ireland
1992,colombia,222163.0,0.0,Ireland
1992,colombia,183597.0,0.0,Ireland
1993,colombia,98121.0,0.0,Ireland
1993,colombia,436757.0,0.0,Ireland
1994,colombia,50305.0,0.0,Ireland
1994,colombia,1066902.0,0.0,Ireland
1995,colombia,35475.0,0.0,Ireland
1995,colombia,944475.0,0.0,Ireland
1996,colombia,81235.0,0.0,Ireland
1996,colombia,947086.0,0.0,Ireland
1997,colombia,1447789.0,0.0,Ireland
1998,colombia,1604000.0,0.0,Ireland
1999,colombia,990600.0,0.0,Ireland
2000,colombia,1519603.0,0.0,Ireland
2001,colombia,1013869.0,0.0,Ireland
2002,colombia,1187695.0,0.0,Ireland
2003,colombia,15182.0,0.0,Ireland
2003,colombia,1056660.0,0.0,Ireland
2004,colombia,79151.0,0.0,Ireland
2004,colombia,1611531.0,0.0,Ireland
2005,colombia,113422.0,0.0,Ireland
2005,colombia,2119438.0,0.0,Ireland
2006,colombia,163224.0,0.0,Ireland
2006,colombia,1976132.0,0.0,Ireland
2007,colombia,268003.0,0.0,Ireland
2007,colombia,1741164.0,0.0,Ireland
2008,colombia,680289.0,0.0,Ireland
2008,colombia,915570.0,0.0,Ireland
2009,colombia,371784.0,0.0,Ireland
2009,colombia,1007479.0,0.0,Ireland
2010,colombia,150668.0,0.0,Ireland
2010,colombia,1665942.0,0.0,Ireland
2011,colombia,1721879.0,0.0,Ireland
2012,colombia,1658754.0,0.0,Ireland
2013,colombia,1301151.0,0.0,Ireland
2014,colombia,1271913.0,0.0,Ireland
2015,colombia,2140368.0,0.0,Ireland
2016,colombia,1962687.0,0.0,Ireland
2017,colombia,3515129.0,0.0,Ireland
1962,colombia,2003000.0,0.0,Italy
1963,colombia,2649000.0,0.0,Italy
1964,colombia,3753000.0,0.0,Italy
1965,colombia,4080000.0,0.0,Italy
1966,colombia,2973000.0,0.0,Italy
1967,colombia,2963000.0,0.0,Italy
1968,colombia,3288000.0,0.0,Italy
1969,colombia,3421000.0,0.0,Italy
1970,colombia,3276000.0,0.0,Italy
1971,colombia,3786000.0,0.0,Italy
1972,colombia,3850000.0,0.0,Italy
1973,colombia,4329000.0,0.0,Italy
1974,colombia,5985000.0,0.0,Italy
1975,colombia,5013000.0,0.0,Italy
1976,colombia,4482000.0,0.0,Italy
1977,colombia,8560000.0,0.0,Italy
1978,colombia,17096000.0,0.0,Italy
1979,colombia,25985000.0,0.0,Italy
1980,colombia,7000.0,0.0,Italy
1980,colombia,33996000.0,0.0,Italy
1981,colombia,53000.0,0.0,Italy
1981,colombia,21849000.0,0.0,Italy
1982,colombia,3000.0,0.0,Italy
1982,colombia,27314000.0,0.0,Italy
1983,colombia,27574000.0,0.0,Italy
1984,colombia,23187430.0,0.0,Italy
1985,colombia,31174218.0,0.0,Italy
1986,colombia,34144.0,0.0,Italy
1986,colombia,53799946.0,0.0,Italy
1987,colombia,177268.0,0.0,Italy
1987,colombia,42903554.0,0.0,Italy
1988,colombia,110563.0,0.0,Italy
1988,colombia,29233907.0,0.0,Italy
1989,colombia,0.0,8133.0,Italy
1989,colombia,31325924.0,0.0,Italy
1990,colombia,1328.0,0.0,Italy
1990,colombia,30206685.0,0.0,Italy
1991,colombia,23168227.0,0.0,Italy
1992,colombia,53926.0,0.0,Italy
1992,colombia,21489469.0,0.0,Italy
1993,colombia,51733.0,667.0,Italy
1993,colombia,28646111.0,0.0,Italy
1994,colombia,409678.0,0.0,Italy
1994,colombia,41842910.0,0.0,Italy
1995,colombia,735542.0,2482.0,Italy
1995,colombia,61089694.0,0.0,Italy
1996,colombia,632623.0,916.0,Italy
1996,colombia,52352274.0,2844.0,Italy
1997,colombia,1124352.0,5558.0,Italy
1997,colombia,46049135.0,8294.0,Italy
1998,colombia,1239000.0,0.0,Italy
1998,colombia,51046000.0,0.0,Italy
1999,colombia,944244.0,3645.0,Italy
1999,colombia,33110042.0,28513.0,Italy
2000,colombia,730718.0,4963.0,Italy
2000,colombia,27647211.0,21492.0,Italy
2001,colombia,97458.0,4722.0,Italy
2001,colombia,22481707.0,17636.0,Italy
2002,colombia,113283.0,1607.0,Italy
2002,colombia,19699233.0,39761.0,Italy
2003,colombia,93022.0,2066.0,Italy
2003,colombia,20692868.0,28485.0,Italy
2004,colombia,292388.0,6430.0,Italy
2004,colombia,23151305.0,50141.0,Italy
2005,colombia,90330.0,9539.0,Italy
2005,colombia,46387880.0,74535.0,Italy
2006,colombia,630013.0,13611.0,Italy
2006,colombia,53682833.0,108238.0,Italy
2007,colombia,385167.0,8745.0,Italy
2007,colombia,59807472.0,99620.0,Italy
2008,colombia,521329.0,7180.0,Italy
2008,colombia,69211212.0,130857.0,Italy
2009,colombia,167131.0,2667.0,Italy
2009,colombia,38179384.0,156765.0,Italy
2010,colombia,609034.0,3423.0,Italy
2010,colombia,19107930.0,263045.0,Italy
2011,colombia,399587.0,4483.0,Italy
2011,colombia,44472721.0,227421.0,Italy
2012,colombia,497990.0,1341.0,Italy
2012,colombia,31161263.0,243735.0,Italy
2013,colombia,467281.0,1127.0,Italy
2013,colombia,32426563.0,390321.0,Italy
2014,colombia,81756.0,2267.0,Italy
2014,colombia,63459187.0,348336.0,Italy
2015,colombia,238885.0,9376.0,Italy
2015,colombia,77140346.0,384169.0,Italy
2016,colombia,286281.0,83719.0,Italy
2016,colombia,72915667.0,273916.0,Italy
2017,colombia,73829245.5,276574.0,Italy
1962,colombia,8907000.0,0.0,Netherlands
1963,colombia,7306000.0,0.0,Netherlands
1964,colombia,14082000.0,0.0,Netherlands
1965,colombia,12722000.0,0.0,Netherlands
1966,colombia,11670000.0,0.0,Netherlands
1967,colombia,13169000.0,0.0,Netherlands
1968,colombia,17662000.0,0.0,Netherlands
1969,colombia,21367000.0,0.0,Netherlands
1970,colombia,23953000.0,0.0,Netherlands
1971,colombia,30209000.0,0.0,Netherlands
1972,colombia,22900000.0,0.0,Netherlands
1973,colombia,33955000.0,0.0,Netherlands
1974,colombia,51924000.0,0.0,Netherlands
1975,colombia,70527000.0,0.0,Netherlands
1976,colombia,2000.0,0.0,Netherlands
1976,colombia,98070000.0,0.0,Netherlands
1977,colombia,2617000.0,0.0,Netherlands
1977,colombia,85816000.0,0.0,Netherlands
1978,colombia,163132000.0,0.0,Netherlands
1979,colombia,484000.0,0.0,Netherlands
1979,colombia,145272000.0,0.0,Netherlands
1980,colombia,17000.0,0.0,Netherlands
1980,colombia,195230000.0,0.0,Netherlands
1981,colombia,4000.0,0.0,Netherlands
1981,colombia,103725000.0,0.0,Netherlands
1982,colombia,113086000.0,0.0,Netherlands
1983,colombia,111823000.0,0.0,Netherlands
1984,colombia,84758.0,0.0,Netherlands
1984,colombia,109489622.0,0.0,Netherlands
1985,colombia,1078156.0,0.0,Netherlands
1985,colombia,101859889.0,0.0,Netherlands
1986,colombia,1417976.0,0.0,Netherlands
1986,colombia,191149187.0,0.0,Netherlands
1987,colombia,1349540.0,0.0,Netherlands
1987,colombia,118629306.0,0.0,Netherlands
1988,colombia,1680365.0,0.0,Netherlands
1988,colombia,74072888.0,0.0,Netherlands
1989,colombia,1130022.0,0.0,Netherlands
1989,colombia,84103046.0,0.0,Netherlands
1990,colombia,1284987.0,0.0,Netherlands
1990,colombia,80621651.0,0.0,Netherlands
1991,colombia,1636839.0,0.0,Netherlands
1991,colombia,82563362.0,0.0,Netherlands
1992,colombia,1501576.0,59725.0,Netherlands
1992,colombia,55509399.0,0.0,Netherlands
1993,colombia,1183103.0,559.0,Netherlands
1993,colombia,59739275.0,0.0,Netherlands
1994,colombia,1785174.0,0.0,Netherlands
1994,colombia,60101781.0,0.0,Netherlands
1995,colombia,2952098.0,0.0,Netherlands
1995,colombia,90977775.0,19960.0,Netherlands
1996,colombia,4491181.0,0.0,Netherlands
1996,colombia,77294492.0,733.0,Netherlands
1997,colombia,2772599.0,5177.0,Netherlands
1997,colombia,45541406.0,0.0,Netherlands
1998,colombia,3056000.0,0.0,Netherlands
1998,colombia,50503000.0,0.0,Netherlands
1999,colombia,2038561.0,2330.0,Netherlands
1999,colombia,33959026.0,0.0,Netherlands
2000,colombia,2006852.0,5941.0,Netherlands
2000,colombia,24618977.0,0.0,Netherlands
2001,colombia,549127.0,693.0,Netherlands
2001,colombia,18209029.0,0.0,Netherlands
2002,colombia,752536.0,0.0,Netherlands
2002,colombia,13863124.0,0.0,Netherlands
2003,colombia,94889.0,0.0,Netherlands
2003,colombia,19404859.0,0.0,Netherlands
2004,colombia,131460.0,0.0,Netherlands
2004,colombia,19392269.0,4976.0,Netherlands
2005,colombia,378210.0,362.0,Netherlands
2005,colombia,22953977.0,0.0,Netherlands
2006,colombia,63036.0,317.0,Netherlands
2006,colombia,24954923.0,0.0,Netherlands
2007,colombia,9987.0,0.0,Netherlands
2007,colombia,35168138.0,8237.0,Netherlands
2008,colombia,200202.0,0.0,Netherlands
2008,colombia,15593195.0,0.0,Netherlands
2009,colombia,264358.0,0.0,Netherlands
2009,colombia,5783431.0,0.0,Netherlands
2010,colombia,1757522.0,0.0,Netherlands
2010,colombia,2190831.0,0.0,Netherlands
2011,colombia,1203721.0,0.0,Netherlands
2011,colombia,5928321.0,0.0,Netherlands
2012,colombia,9376695.0,0.0,Netherlands
2013,colombia,2097623.0,0.0,Netherlands
2013,colombia,10859020.0,0.0,Netherlands
2014,colombia,3142574.0,0.0,Netherlands
2014,colombia,24720591.0,0.0,Netherlands
2015,colombia,2501044.0,0.0,Netherlands
2015,colombia,24875802.0,9444.0,Netherlands
2016,colombia,168892.0,4.0,Netherlands
2016,colombia,27201191.0,4.0,Netherlands
2017,colombia,24316291.0,15106.0,Netherlands
1962,colombia,1572000.0,0.0,Norway
1963,colombia,1439000.0,0.0,Norway
1964,colombia,3030000.0,0.0,Norway
1965,colombia,2049000.0,0.0,Norway
1966,colombia,2934000.0,0.0,Norway
1967,colombia,3036000.0,0.0,Norway
1968,colombia,2768000.0,0.0,Norway
1969,colombia,2941000.0,0.0,Norway
1970,colombia,3312000.0,0.0,Norway
1971,colombia,3926000.0,0.0,Norway
1972,colombia,3928000.0,0.0,Norway
1973,colombia,4905000.0,0.0,Norway
1974,colombia,7542000.0,0.0,Norway
1975,colombia,6179000.0,0.0,Norway
1976,colombia,6807000.0,0.0,Norway
1977,colombia,13643000.0,0.0,Norway
1978,colombia,29728000.0,0.0,Norway
1979,colombia,16000.0,0.0,Norway
1979,colombia,32174000.0,0.0,Norway
1980,colombia,44818000.0,0.0,Norway
1981,colombia,26086000.0,0.0,Norway
1982,colombia,23071000.0,0.0,Norway
1983,colombia,9000.0,0.0,Norway
1983,colombia,25188000.0,0.0,Norway
1984,colombia,29015786.0,0.0,Norway
1985,colombia,17936.0,0.0,Norway
1985,colombia,27470830.0,0.0,Norway
1986,colombia,680.0,0.0,Norway
1986,colombia,53434115.0,0.0,Norway
1987,colombia,24197.0,0.0,Norway
1987,colombia,28154000.0,0.0,Norway
1988,colombia,59149.0,0.0,Norway
1988,colombia,26474140.0,0.0,Norway
1989,colombia,42102.0,0.0,Norway
1989,colombia,24863221.0,0.0,Norway
1990,colombia,16562.0,0.0,Norway
1990,colombia,22740083.0,0.0,Norway
1991,colombia,23334004.0,0.0,Norway
1992,colombia,20539.0,0.0,Norway
1992,colombia,21412295.0,0.0,Norway
1993,colombia,66539.0,0.0,Norway
1993,colombia,17401271.0,0.0,Norway
1994,colombia,135907.0,0.0,Norway
1994,colombia,37029175.0,0.0,Norway
1995,colombia,123154.0,0.0,Norway
1995,colombia,27968116.0,0.0,Norway
1996,colombia,71779.0,0.0,Norway
1996,colombia,22957985.0,0.0,Norway
1997,colombia,57857.0,0.0,Norway
1997,colombia,29174628.0,0.0,Norway
1998,colombia,32339000.0,0.0,Norway
1999,colombia,130404.0,0.0,Norway
1999,colombia,19764033.0,0.0,Norway
2000,colombia,94034.0,0.0,Norway
2000,colombia,11720394.0,0.0,Norway
2001,colombia,89453.0,0.0,Norway
2001,colombia,11300112.0,0.0,Norway
2002,colombia,45710.0,0.0,Norway
2002,colombia,11654128.0,0.0,Norway
2003,colombia,19432.0,0.0,Norway
2003,colombia,13201923.0,0.0,Norway
2004,colombia,60771.0,0.0,Norway
2004,colombia,15854551.0,0.0,Norway
2005,colombia,27675.0,0.0,Norway
2005,colombia,19362864.0,0.0,Norway
2006,colombia,145307.0,0.0,Norway
2006,colombia,20200669.0,0.0,Norway
2007,colombia,40264.0,0.0,Norway
2007,colombia,26036115.0,0.0,Norway
2008,colombia,529356.0,0.0,Norway
2008,colombia,26084678.0,0.0,Norway
2009,colombia,1196599.0,0.0,Norway
2009,colombia,19486644.0,0.0,Norway
2010,colombia,1074786.0,0.0,Norway
2010,colombia,25036527.0,0.0,Norway
2011,colombia,642256.0,0.0,Norway
2011,colombia,30006703.0,0.0,Norway
2012,colombia,633421.0,0.0,Norway
2012,colombia,26447382.0,0.0,Norway
2013,colombia,910582.0,0.0,Norway
2013,colombia,25700065.0,0.0,Norway
2014,colombia,672417.0,0.0,Norway
2014,colombia,34208120.0,0.0,Norway
2015,colombia,453654.0,0.0,Norway
2015,colombia,35276347.0,0.0,Norway
2016,colombia,32024014.0,0.0,Norway
2017,colombia,40297851.0,0.0,Norway
1962,colombia,11976000.0,0.0,Sweden
1963,colombia,11417000.0,0.0,Sweden
1964,colombia,17682000.0,0.0,Sweden
1965,colombia,20128000.0,0.0,Sweden
1966,colombia,18149000.0,0.0,Sweden
1967,colombia,16463000.0,0.0,Sweden
1968,colombia,18344000.0,0.0,Sweden
1969,colombia,18033000.0,0.0,Sweden
1970,colombia,22013000.0,0.0,Sweden
1971,colombia,21652000.0,0.0,Sweden
1972,colombia,24128000.0,0.0,Sweden
1973,colombia,29217000.0,0.0,Sweden
1974,colombia,36813000.0,0.0,Sweden
1975,colombia,43956000.0,0.0,Sweden
1976,colombia,50000.0,0.0,Sweden
1976,colombia,82775000.0,0.0,Sweden
1977,colombia,82999000.0,0.0,Sweden
1978,colombia,118547000.0,0.0,Sweden
1979,colombia,132620000.0,0.0,Sweden
1980,colombia,135161000.0,0.0,Sweden
1981,colombia,78825000.0,0.0,Sweden
1982,colombia,87410000.0,0.0,Sweden
1983,colombia,75907000.0,0.0,Sweden
1984,colombia,86648.0,0.0,Sweden
1984,colombia,81411923.0,0.0,Sweden
1985,colombia,802267.0,0.0,Sweden
1985,colombia,79171402.0,0.0,Sweden
1986,colombia,1272603.0,0.0,Sweden
1986,colombia,139826170.0,0.0,Sweden
1987,colombia,2159001.0,0.0,Sweden
1987,colombia,77525955.0,0.0,Sweden
1988,colombia,1299913.0,0.0,Sweden
1988,colombia,73706462.0,0.0,Sweden
1989,colombia,841364.0,0.0,Sweden
1989,colombia,68932737.0,0.0,Sweden
1990,colombia,758069.0,0.0,Sweden
1990,colombia,59445636.0,0.0,Sweden
1991,colombia,564282.0,0.0,Sweden
1991,colombia,60278170.0,0.0,Sweden
1992,colombia,553323.0,0.0,Sweden
1992,colombia,45448215.0,0.0,Sweden
1993,colombia,728554.0,0.0,Sweden
1993,colombia,39649171.0,0.0,Sweden
1994,colombia,1612584.0,0.0,Sweden
1994,colombia,76730991.0,0.0,Sweden
1995,colombia,1053200.0,0.0,Sweden
1995,colombia,70685215.0,0.0,Sweden
1996,colombia,1612020.0,0.0,Sweden
1996,colombia,51664910.0,0.0,Sweden
1997,colombia,1579377.0,0.0,Sweden
1997,colombia,67118813.0,0.0,Sweden
1998,colombia,1740000.0,0.0,Sweden
1998,colombia,74409000.0,0.0,Sweden
1999,colombia,1591126.0,0.0,Sweden
1999,colombia,36258152.0,0.0,Sweden
2000,colombia,1162894.0,0.0,Sweden
2000,colombia,24947512.0,0.0,Sweden
2001,colombia,944440.0,0.0,Sweden
2001,colombia,16654041.0,0.0,Sweden
2002,colombia,974009.0,0.0,Sweden
2002,colombia,19020889.0,0.0,Sweden
2003,colombia,603451.0,0.0,Sweden
2003,colombia,21970985.0,0.0,Sweden
2004,colombia,475641.0,0.0,Sweden
2004,colombia,24559850.0,0.0,Sweden
2005,colombia,498316.0,0.0,Sweden
2005,colombia,39238828.0,0.0,Sweden
2006,colombia,146308.0,0.0,Sweden
2006,colombia,42206349.0,0.0,Sweden
2007,colombia,42072.0,0.0,Sweden
2007,colombia,46101237.0,0.0,Sweden
2008,colombia,369082.0,0.0,Sweden
2008,colombia,49816257.0,0.0,Sweden
2009,colombia,38246.0,0.0,Sweden
2009,colombia,36599802.0,0.0,Sweden
2010,colombia,50941.0,0.0,Sweden
2010,colombia,33155150.0,0.0,Sweden
2011,colombia,656238.0,0.0,Sweden
2011,colombia,42053750.0,0.0,Sweden
2012,colombia,637766.0,0.0,Sweden
2012,colombia,33272578.0,0.0,Sweden
2013,colombia,434755.0,0.0,Sweden
2013,colombia,25304827.0,0.0,Sweden
2014,colombia,621615.0,0.0,Sweden
2014,colombia,40350711.0,0.0,Sweden
2015,colombia,426520.0,0.0,Sweden
2015,colombia,33986849.0,0.0,Sweden
2016,colombia,838764.0,0.0,Sweden
2016,colombia,33067861.0,0.0,Sweden
2017,colombia,30071441.5,0.0,Sweden
1962,colombia,2009000.0,0.0,Yugoslavia
1963,colombia,2750000.0,0.0,Yugoslavia
1964,colombia,2051000.0,0.0,Yugoslavia
1965,colombia,1093000.0,0.0,Yugoslavia
1966,colombia,1610000.0,0.0,Yugoslavia
1967,colombia,1835000.0,0.0,Yugoslavia
1968,colombia,4932000.0,0.0,Yugoslavia
1969,colombia,4070000.0,0.0,Yugoslavia
1970,colombia,8843000.0,0.0,Yugoslavia
1971,colombia,3626000.0,0.0,Yugoslavia
1972,colombia,6703000.0,0.0,Yugoslavia
1973,colombia,858000.0,0.0,Yugoslavia
1974,colombia,6115000.0,0.0,Yugoslavia
1975,colombia,3043000.0,0.0,Yugoslavia
1976,colombia,6000.0,0.0,Yugoslavia
1976,colombia,4464000.0,0.0,Yugoslavia
1977,colombia,3181000.0,0.0,Yugoslavia
1978,colombia,12679000.0,0.0,Yugoslavia
1979,colombia,25244000.0,0.0,Yugoslavia
1980,colombia,18937000.0,0.0,Yugoslavia
1981,colombia,19690000.0,0.0,Yugoslavia
1982,colombia,1836000.0,0.0,Yugoslavia
1983,colombia,200000.0,0.0,Yugoslavia
1988,colombia,3439296.0,0.0,Yugoslavia
1989,colombia,2580369.0,0.0,Yugoslavia
1990,colombia,91775.0,0.0,Yugoslavia
1990,colombia,5129461.0,0.0,Yugoslavia
1962,colombia,12788000.0,0.0,Canada
1963,colombia,11152000.0,0.0,Canada
1964,colombia,12784000.0,0.0,Canada
1965,colombia,12378000.0,0.0,Canada
1966,colombia,8292000.0,0.0,Canada
1967,colombia,9180000.0,0.0,Canada
1968,colombia,7327000.0,0.0,Canada
1969,colombia,6618000.0,0.0,Canada
1970,colombia,6861000.0,0.0,Canada
1971,colombia,8816000.0,0.0,Canada
1972,colombia,8121000.0,0.0,Canada
1973,colombia,13121000.0,0.0,Canada
1974,colombia,17570000.0,0.0,Canada
1975,colombia,55000.0,0.0,Canada
1975,colombia,16783000.0,0.0,Canada
1976,colombia,22246000.0,0.0,Canada
1977,colombia,40000.0,0.0,Canada
1977,colombia,42264000.0,0.0,Canada
1978,colombia,47971000.0,0.0,Canada
1979,colombia,2034000.0,0.0,Canada
1979,colombia,57963000.0,0.0,Canada
1980,colombia,784000.0,0.0,Canada
1980,colombia,63774000.0,0.0,Canada
1981,colombia,925000.0,0.0,Canada
1981,colombia,26588000.0,0.0,Canada
1982,colombia,1192000.0,0.0,Canada
1982,colombia,26823000.0,0.0,Canada
1983,colombia,2345000.0,0.0,Canada
1983,colombia,28407000.0,0.0,Canada
1984,colombia,2592043.0,0.0,Canada
1984,colombia,37372400.0,0.0,Canada
1985,colombia,2562905.0,0.0,Canada
1985,colombia,35123958.0,0.0,Canada
1986,colombia,2610178.0,0.0,Canada
1986,colombia,56105518.0,77766.0,Canada
1987,colombia,1568664.0,0.0,Canada
1987,colombia,49025683.0,125739.0,Canada
1988,colombia,2704075.0,0.0,Canada
1988,colombia,55293057.0,113011.0,Canada
1989,colombia,2753127.0,0.0,Canada
1989,colombia,51886934.0,0.0,Canada
1990,colombia,2307389.0,0.0,Canada
1990,colombia,45160269.0,0.0,Canada
1991,colombia,1860525.0,0.0,Canada
1991,colombia,48248235.0,0.0,Canada
1992,colombia,2252578.0,0.0,Canada
1992,colombia,38339149.0,0.0,Canada
1993,colombia,2219646.0,0.0,Canada
1993,colombia,35473933.0,0.0,Canada
1994,colombia,3844196.0,0.0,Canada
1994,colombia,74541990.0,0.0,Canada
1995,colombia,5006954.0,0.0,Canada
1995,colombia,80483013.0,0.0,Canada
1996,colombia,2822927.0,0.0,Canada
1996,colombia,73575602.0,0.0,Canada
1997,colombia,3102404.0,0.0,Canada
1997,colombia,89403040.0,0.0,Canada
1998,colombia,3410000.0,0.0,Canada
1998,colombia,98875000.0,0.0,Canada
1999,colombia,1000383.0,2088.0,Canada
1999,colombia,66302380.0,0.0,Canada
2000,colombia,980329.0,1793.0,Canada
2000,colombia,66715324.0,0.0,Canada
2001,colombia,1424146.0,672.0,Canada
2001,colombia,48764231.0,1590.0,Canada
2002,colombia,828796.0,0.0,Canada
2002,colombia,49606047.0,0.0,Canada
2003,colombia,893139.0,381.0,Canada
2003,colombia,53526304.0,0.0,Canada
2004,colombia,1607433.0,1125.0,Canada
2004,colombia,60378881.0,0.0,Canada
2005,colombia,2000441.0,338.0,Canada
2005,colombia,92918923.0,0.0,Canada
2006,colombia,2618284.0,9567.0,Canada
2006,colombia,93090275.0,0.0,Canada
2007,colombia,1733341.0,668.0,Canada
2007,colombia,95071068.0,0.0,Canada
2008,colombia,2064524.0,1549.0,Canada
2008,colombia,115049534.0,0.0,Canada
2009,colombia,3726225.0,1813.0,Canada
2009,colombia,103429936.0,0.0,Canada
2010,colombia,7717282.0,148.0,Canada
2010,colombia,147748307.0,0.0,Canada
2011,colombia,1425909.0,0.0,Canada
2011,colombia,183549008.0,0.0,Canada
2012,colombia,1091926.0,0.0,Canada
2012,colombia,145669494.0,0.0,Canada
2013,colombia,841648.0,0.0,Canada
2013,colombia,122149608.0,0.0,Canada
2014,colombia,1060570.0,0.0,Canada
2014,colombia,180849667.0,0.0,Canada
2015,colombia,1369214.0,0.0,Canada
2015,colombia,165417761.0,0.0,Canada
2016,colombia,1612744.0,0.0,Canada
2016,colombia,181816393.0,0.0,Canada
2017,colombia,210838893.5,0.0,Canada
1962,colombia,17000.0,0.0,Netherland Antilles and Aruba
1962,colombia,7000.0,0.0,Netherland Antilles and Aruba
1963,colombia,106000.0,0.0,Netherland Antilles and Aruba
1964,colombia,185000.0,0.0,Netherland Antilles and Aruba
1965,colombia,2000.0,0.0,Netherland Antilles and Aruba
1965,colombia,4541000.0,0.0,Netherland Antilles and Aruba
1966,colombia,107000.0,0.0,Netherland Antilles and Aruba
1966,colombia,3142000.0,0.0,Netherland Antilles and Aruba
1967,colombia,187000.0,0.0,Netherland Antilles and Aruba
1967,colombia,1248000.0,0.0,Netherland Antilles and Aruba
1968,colombia,216000.0,0.0,Netherland Antilles and Aruba
1968,colombia,778000.0,0.0,Netherland Antilles and Aruba
1969,colombia,211000.0,0.0,Netherland Antilles and Aruba
1969,colombia,116000.0,0.0,Netherland Antilles and Aruba
1970,colombia,296000.0,0.0,Netherland Antilles and Aruba
1970,colombia,441000.0,0.0,Netherland Antilles and Aruba
1971,colombia,287000.0,0.0,Netherland Antilles and Aruba
1971,colombia,129000.0,0.0,Netherland Antilles and Aruba
1972,colombia,264000.0,0.0,Netherland Antilles and Aruba
1972,colombia,46000.0,0.0,Netherland Antilles and Aruba
1973,colombia,238000.0,0.0,Netherland Antilles and Aruba
1973,colombia,1857000.0,0.0,Netherland Antilles and Aruba
1974,colombia,498000.0,0.0,Netherland Antilles and Aruba
1974,colombia,14137000.0,0.0,Netherland Antilles and Aruba
1975,colombia,452000.0,0.0,Netherland Antilles and Aruba
1975,colombia,1702000.0,0.0,Netherland Antilles and Aruba
1976,colombia,436000.0,0.0,Netherland Antilles and Aruba
1976,colombia,18465000.0,0.0,Netherland Antilles and Aruba
1977,colombia,769000.0,0.0,Netherland Antilles and Aruba
1977,colombia,13538000.0,0.0,Netherland Antilles and Aruba
1979,colombia,503000.0,0.0,Netherland Antilles and Aruba
1979,colombia,295000.0,0.0,Netherland Antilles and Aruba
1980,colombia,536000.0,0.0,Netherland Antilles and Aruba
1980,colombia,73000.0,0.0,Netherland Antilles and Aruba
1981,colombia,730000.0,0.0,Netherland Antilles and Aruba
1981,colombia,202000.0,0.0,Netherland Antilles and Aruba
1982,colombia,760000.0,0.0,Netherland Antilles and Aruba
1983,colombia,1110000.0,0.0,Netherland Antilles and Aruba
1998,colombia,1288000.0,0.0,Netherland Antilles and Aruba
1962,colombia,2000.0,0.0,Panama
1963,colombia,1000.0,0.0,Panama
1964,colombia,1000.0,0.0,Panama
1965,colombia,3000.0,0.0,Panama
1967,colombia,1000.0,0.0,Panama
1968,colombia,1000.0,0.0,Panama
1969,colombia,2000.0,0.0,Panama
1970,colombia,3000.0,0.0,Panama
1971,colombia,8000.0,0.0,Panama
1971,colombia,1000.0,0.0,Panama
1972,colombia,6000.0,0.0,Panama
1973,colombia,14000.0,0.0,Panama
1974,colombia,12000.0,0.0,Panama
1974,colombia,1000.0,0.0,Panama
1975,colombia,15000.0,0.0,Panama
1975,colombia,1000.0,0.0,Panama
1976,colombia,27000.0,0.0,Panama
1976,colombia,1000.0,0.0,Panama
1977,colombia,85000.0,0.0,Panama
1979,colombia,74000.0,0.0,Panama
1979,colombia,1000.0,0.0,Panama
1980,colombia,123000.0,0.0,Panama
1980,colombia,1000.0,0.0,Panama
1981,colombia,66000.0,0.0,Panama
1981,colombia,1000.0,0.0,Panama
1982,colombia,98000.0,0.0,Panama
1982,colombia,1000.0,0.0,Panama
1983,colombia,112000.0,0.0,Panama
1983,colombia,1000.0,0.0,Panama
1986,colombia,626.0,0.0,Panama
1988,colombia,550.0,0.0,Panama
1991,colombia,520.0,0.0,Panama
1992,colombia,59389.0,0.0,Panama
1993,colombia,8316.0,0.0,Panama
1995,colombia,38421.0,0.0,Panama
1996,colombia,268718.0,0.0,Panama
1997,colombia,204072.0,0.0,Panama
1997,colombia,155255.0,0.0,Panama
1998,colombia,204000.0,0.0,Panama
1998,colombia,122000.0,0.0,Panama
1999,colombia,156468.0,0.0,Panama
1999,colombia,149945.0,0.0,Panama
2000,colombia,204091.0,0.0,Panama
2000,colombia,89893.0,0.0,Panama
