date,excelso_price_cents_per_pound
2014-02-01,159.67749999999998
2014-03-01,210.14806451612898
2014-04-01,216.08266666666668
2014-05-01,216.4170967741936
2014-06-01,195.86766666666665
2014-07-01,193.0277419354839
2014-08-01,210.40741935483865
2014-09-01,208.09499999999997
2014-10-01,223.10000000000005
2014-11-01,206.74366666666666
2014-12-01,193.33290322580643
2015-01-01,185.31258064516135
2015-02-01,177.08535714285713
2015-03-01,155.876129032258
2015-04-01,156.45966666666664
2015-05-01,152.33225806451608
2015-06-01,151.13033333333334
2015-07-01,145.92064516129028
2015-08-01,147.13193548387096
2015-09-01,136.42200000000003
2015-10-01,142.7783870967742
2015-11-01,138.40033333333335
2015-12-01,139.69193548387096
2016-01-01,136.42838709677414
2016-02-01,137.19137931034481
2016-03-01,144.36967741935487
2016-04-01,144.54899999999998
2016-05-01,144.58032258064515
2016-06-01,153.943
2016-07-01,164.0367741935484
2016-08-01,160.72709677419357
2016-09-01,167.61533333333333
2016-10-01,170.55290322580646
2016-11-01,179.77666666666667
2016-12-01,160.91870967741937
2017-01-01,163.70903225806458
2017-02-01,164.8057142857143
2017-03-01,159.2329032258064
2017-04-01,156.001
2017-05-01,151.2374193548387
2017-06-01,146.86066666666665
2017-07-01,150.907741935484
2017-08-01,156.4564516129032
2017-09-01,151.57466666666667
2017-10-01,145.0093548387097
2017-11-01,143.84833333333333
2017-12-01,142.51225806451615
2018-01-01,143.4809677419355
2018-02-01,142.35107142857146
2018-03-01,139.79032258064518
2018-04-01,138.9966666666667
2018-05-01,140.50354838709677
2018-06-01,139.17233333333334
2018-07-01,134.84709677419357
2018-08-01,130.99322580645162
2018-09-01,126.52533333333336
2018-10-01,138.80451612903224
2018-11-01,140.75033333333337
2018-12-01,129.62290322580648
2019-01-01,128.67580645161289
2019-02-01,128.96964285714284
2019-03-01,125.46709677419354
2019-04-01,124.07266666666669
2019-05-01,123.13483870967741
2019-06-01,132.76999999999998
2019-07-01,138.41451612903225
2019-08-01,129.89419354838708
2019-09-01,131.355
2019-10-01,131.878260869565
2019-11-01,143.5175
