,country_name,year,cents_per_lbs,Unnamed: 29
1387,Ecuador,2004,51.194,Robustas
1388,El Salvador,2004,39.3039,Other Milds
1389,Guatemala,2004,66.9099,Other Milds
1390,Haiti,2004,,Other Milds
1391,Honduras,2004,50.232,Other Milds
1392,India,2004,58.3193,Other Milds
1393,India,2004,58.3193,Robustas
1394,Jamaica,2004,185.4223,Other Milds
1395,Madagascar,2004,46.8166,Other Milds
1396,Madagascar,2004,46.8166,Robustas
1397,Malawi,2004,51.6781,Other Milds
1398,Mexico,2004,90.7787,Other Milds
1399,Nicaragua,2004,40.8748,Other Milds
1400,Panama,2004,,Other Milds
1401,Papua New Guinea,2004,41.0979,Other Milds
1402,Papua New Guinea,2004,41.0979,Robustas
1403,Peru,2004,42.4274,Other Milds
1404,Rwanda,2004,29.4574,Other Milds
1405,Sri Lanka,2004,,Other Milds
1406,Sri Lanka,2004,,Robustas
1407,Uganda,2004,35.9874,Other Milds
1408,Uganda,2004,35.9874,Robustas
1409,"Venezuela, Bol. Rep. of",2004,,Other Milds
1410,Zambia,2004,64.4375,Other Milds
1411,Zimbabwe ,2004,,Other Milds
1412,Angola,2004,,Brazilian Naturals
1413,Angola,2004,,Robustas
1414,Brazil,2004,56.3302,Brazilian Naturals
1415,Brazil,2004,56.3302,Robustas
1416,Ethiopia,2004,48.8512,Brazilian Naturals
1417,Indonesia,2004,80.6176,Brazilian Naturals
1418,Indonesia,2004,80.6176,Robustas
1419,Philippines,2004,66.2305,Brazilian Naturals
1420,Philippines,2004,66.2305,Robustas
1421,Thailand,2004,,Brazilian Naturals
1422,Thailand,2004,,Robustas
1423,Vietnam,2004,,Brazilian Naturals
1424,Vietnam,2004,,Robustas
1425,Angola,2004,9.923,Brazilian Naturals
1426,Angola,2004,9.923,Robustas
1427,Benin,2004,,Robustas
1428,Brazil,2004,34.8484,Brazilian Naturals
1429,Brazil,2004,34.8484,Robustas
1430,Burundi,2004,,Other Milds
1431,Burundi,2004,,Robustas
1432,Cameroon,2004,,Other Milds
1433,Cameroon,2004,,Robustas
1434,Central African Republic,2004,20.1724,Robustas
1435,"Congo, Dem. Rep. of",2004,,Other Milds
1436,"Congo, Dem. Rep. of",2004,,Robustas
1437,"Congo, Rep. of",2004,,Robustas
1438,Côte d'Ivoire,2004,14.7655,Robustas
1439,Ecuador,2004,29.7468,Other Milds
1440,Ecuador,2004,29.7468,Robustas
1441,Gabon,2004,,Robustas
1442,Ghana,2004,,Robustas
1443,Guinea,2004,,Robustas
1444,India,2004,30.7952,Other Milds
1445,India,2004,30.7952,Robustas
1446,Indonesia,2004,24.1702,Brazilian Naturals
1447,Indonesia,2004,24.1702,Robustas
1448,Liberia,2004,,Robustas
1449,Madagascar,2004,19.74,Other Milds
1450,Madagascar,2004,19.74,Robustas
1451,Nigeria,2004,,Robustas
1452,Papua New Guinea,2004,22.1559,Other Milds
1453,Papua New Guinea,2004,22.1559,Robustas
1454,Philippines,2004,31.8862,Brazilian Naturals
1455,Philippines,2004,31.8862,Robustas
1456,Sierra Leone,2004,,Robustas
1457,Sri Lanka,2004,,Other Milds
1458,Sri Lanka,2004,,Robustas
1459,Tanzania,2004,7.553,Colombian Milds
1460,Tanzania,2004,7.553,Robustas
1461,Thailand,2004,12.8279,Brazilian Naturals
1462,Thailand,2004,12.8279,Robustas
1463,Togo,2004,21.9065,Robustas
1464,Trinidad & Tobago,2004,,Robustas
1465,Uganda,2004,26.2624,Other Milds
1466,Uganda,2004,26.2624,Robustas
1467,Vietnam,2004,26.0012,Brazilian Naturals
1468,Vietnam,2004,26.0012,Robustas
1469,© International Coffee Organization,2004,,
1470,Colombia,2005,89.2214,Colombian Milds
1471,Kenya,2005,,Colombian Milds
1472,Tanzania,2005,43.6924,Colombian Milds
1473,Tanzania,2005,43.6924,Robustas
1474,Bolivia,2005,,Other Milds
1475,Burundi,2005,42.9285,Other Milds
1476,Burundi,2005,42.9285,Robustas
1477,Cameroon,2005,,Other Milds
1478,Cameroon,2005,,Robustas
1479,"Congo, Dem. Rep. of",2005,,Other Milds
1480,"Congo, Dem. Rep. of",2005,,Robustas
1481,Costa Rica,2005,83.4296,Other Milds
1482,Cuba,2005,70.7141,Other Milds
1483,Dominican Republic,2005,87.9156,Other Milds
1484,Ecuador,2005,91.6233,Other Milds
1485,Ecuador,2005,91.6233,Robustas
1486,El Salvador,2005,67.097,Other Milds
1487,Guatemala,2005,92.4642,Other Milds
1488,Haiti,2005,,Other Milds
1489,Honduras,2005,78.6893,Other Milds
1490,India,2005,96.5255,Other Milds
1491,India,2005,96.5255,Robustas
1492,Jamaica,2005,244.6888,Other Milds
1493,Madagascar,2005,50.8012,Other Milds
1494,Madagascar,2005,50.8012,Robustas
1495,Malawi,2005,83.7134,Other Milds
1496,Mexico,2005,139.0296,Other Milds
1497,Nicaragua,2005,52.8824,Other Milds
1498,Panama,2005,,Other Milds
1499,Papua New Guinea,2005,62.2599,Other Milds
1500,Papua New Guinea,2005,62.2599,Robustas
1501,Peru,2005,69.4699,Other Milds
1502,Rwanda,2005,46.245,Other Milds
1503,Sri Lanka,2005,,Other Milds
1504,Sri Lanka,2005,,Robustas
1505,Uganda,2005,57.8593,Other Milds
1506,Uganda,2005,57.8593,Robustas
1507,"Venezuela, Bol. Rep. of",2005,,Other Milds
1508,Zambia,2005,87.176,Other Milds
1509,Zimbabwe ,2005,,Other Milds
1510,Angola,2005,,Brazilian Naturals
1511,Angola,2005,,Robustas
1512,Brazil,2005,87.09,Brazilian Naturals
1513,Brazil,2005,87.09,Robustas
1514,Ethiopia,2005,64.2276,Brazilian Naturals
1515,Indonesia,2005,117.0379,Brazilian Naturals
1516,Indonesia,2005,117.0379,Robustas
1517,Philippines,2005,79.9997,Brazilian Naturals
1518,Philippines,2005,79.9997,Robustas
1519,Thailand,2005,,Brazilian Naturals
1520,Thailand,2005,,Robustas
1521,Vietnam,2005,,Brazilian Naturals
1522,Vietnam,2005,,Robustas
1523,Angola,2005,10.4187,Brazilian Naturals
1524,Angola,2005,10.4187,Robustas
1525,Benin,2005,,Robustas
1526,Brazil,2005,46.4667,Brazilian Naturals
1527,Brazil,2005,46.4667,Robustas
1528,Burundi,2005,,Other Milds
1529,Burundi,2005,,Robustas
1530,Cameroon,2005,,Other Milds
1531,Cameroon,2005,,Robustas
1532,Central African Republic,2005,,Robustas
1533,"Congo, Dem. Rep. of",2005,,Other Milds
1534,"Congo, Dem. Rep. of",2005,,Robustas
1535,"Congo, Rep. of",2005,,Robustas
1536,Côte d'Ivoire,2005,11.2288,Robustas
1537,Ecuador,2005,50.9623,Other Milds
1538,Ecuador,2005,50.9623,Robustas
1539,Gabon,2005,,Robustas
1540,Ghana,2005,,Robustas
1541,Guinea,2005,,Robustas
1542,India,2005,52.4173,Other Milds
1543,India,2005,52.4173,Robustas
1544,Indonesia,2005,34.2061,Brazilian Naturals
1545,Indonesia,2005,34.2061,Robustas
1546,Liberia,2005,,Robustas
1547,Madagascar,2005,30.2388,Other Milds
1548,Madagascar,2005,30.2388,Robustas
1549,Nigeria,2005,,Robustas
1550,Papua New Guinea,2005,24.3033,Other Milds
1551,Papua New Guinea,2005,24.3033,Robustas
1552,Philippines,2005,41.6909,Brazilian Naturals
1553,Philippines,2005,41.6909,Robustas
1554,Sierra Leone,2005,,Robustas
1555,Sri Lanka,2005,,Other Milds
1556,Sri Lanka,2005,,Robustas
1557,Tanzania,2005,14.2734,Colombian Milds
1558,Tanzania,2005,14.2734,Robustas
1559,Thailand,2005,18.3203,Brazilian Naturals
1560,Thailand,2005,18.3203,Robustas
1561,Togo,2005,27.9158,Robustas
1562,Trinidad & Tobago,2005,,Robustas
1563,Uganda,2005,40.8231,Other Milds
1564,Uganda,2005,40.8231,Robustas
1565,Vietnam,2005,35.8985,Brazilian Naturals
1566,Vietnam,2005,35.8985,Robustas
1567,© International Coffee Organization,2005,,
1568,Colombia,2006,89.8083,Colombian Milds
1569,Kenya,2006,,Colombian Milds
1570,Tanzania,2006,42.7651,Colombian Milds
1571,Tanzania,2006,42.7651,Robustas
1572,Bolivia,2006,,Other Milds
1573,Burundi,2006,63.4535,Other Milds
1574,Burundi,2006,63.4535,Robustas
1575,Cameroon,2006,,Other Milds
1576,Cameroon,2006,,Robustas
1577,"Congo, Dem. Rep. of",2006,,Other Milds
1578,"Congo, Dem. Rep. of",2006,,Robustas
1579,Costa Rica,2006,89.2238,Other Milds
1580,Cuba,2006,70.7141,Other Milds
1581,Dominican Republic,2006,86.2942,Other Milds
1582,Ecuador,2006,92.445,Other Milds
1583,Ecuador,2006,92.445,Robustas
1584,El Salvador,2006,67.4926,Other Milds
1585,Guatemala,2006,91.1947,Other Milds
1586,Haiti,2006,,Other Milds
1587,Honduras,2006,80.8164,Other Milds
1588,India,2006,95.8634,Other Milds
1589,India,2006,95.8634,Robustas
1590,Jamaica,2006,354.8887,Other Milds
1591,Madagascar,2006,,Other Milds
1592,Madagascar,2006,,Robustas
1593,Malawi,2006,84.5843,Other Milds
1594,Mexico,2006,85.4966,Other Milds
1595,Nicaragua,2006,58.6579,Other Milds
1596,Panama,2006,,Other Milds
1597,Papua New Guinea,2006,71.284,Other Milds
1598,Papua New Guinea,2006,71.284,Robustas
1599,Peru,2006,,Other Milds
1600,Rwanda,2006,,Other Milds
1601,Sri Lanka,2006,,Other Milds
1602,Sri Lanka,2006,,Robustas
1603,Uganda,2006,55.3373,Other Milds
1604,Uganda,2006,55.3373,Robustas
1605,"Venezuela, Bol. Rep. of",2006,,Other Milds
1606,Zambia,2006,100.1823,Other Milds
1607,Zimbabwe ,2006,,Other Milds
1608,Angola,2006,,Brazilian Naturals
1609,Angola,2006,,Robustas
1610,Brazil,2006,87.0178,Brazilian Naturals
1611,Brazil,2006,87.0178,Robustas
1612,Ethiopia,2006,58.3172,Brazilian Naturals
1613,Indonesia,2006,107.5163,Brazilian Naturals
1614,Indonesia,2006,107.5163,Robustas
1615,Philippines,2006,61.5072,Brazilian Naturals
1616,Philippines,2006,61.5072,Robustas
1617,Thailand,2006,,Brazilian Naturals
1618,Thailand,2006,,Robustas
1619,Vietnam,2006,,Brazilian Naturals
1620,Vietnam,2006,,Robustas
1621,Angola,2006,12.9824,Brazilian Naturals
1622,Angola,2006,12.9824,Robustas
1623,Benin,2006,,Robustas
1624,Brazil,2006,62.0285,Brazilian Naturals
1625,Brazil,2006,62.0285,Robustas
1626,Burundi,2006,,Other Milds
1627,Burundi,2006,,Robustas
1628,Cameroon,2006,,Other Milds
1629,Cameroon,2006,,Robustas
1630,Central African Republic,2006,,Robustas
1631,"Congo, Dem. Rep. of",2006,,Other Milds
1632,"Congo, Dem. Rep. of",2006,,Robustas
1633,"Congo, Rep. of",2006,,Robustas
1634,Côte d'Ivoire,2006,27.9899,Robustas
1635,Ecuador,2006,53.7258,Other Milds
1636,Ecuador,2006,53.7258,Robustas
1637,Gabon,2006,,Robustas
1638,Ghana,2006,,Robustas
1639,Guinea,2006,,Robustas
1640,India,2006,61.3522,Other Milds
1641,India,2006,61.3522,Robustas
1642,Indonesia,2006,52.4731,Brazilian Naturals
1643,Indonesia,2006,52.4731,Robustas
1644,Liberia,2006,,Robustas
1645,Madagascar,2006,41.7147,Other Milds
1646,Madagascar,2006,41.7147,Robustas
1647,Nigeria,2006,,Robustas
1648,Papua New Guinea,2006,32.8919,Other Milds
1649,Papua New Guinea,2006,32.8919,Robustas
1650,Philippines,2006,55.3165,Brazilian Naturals
1651,Philippines,2006,55.3165,Robustas
1652,Sierra Leone,2006,,Robustas
1653,Sri Lanka,2006,,Other Milds
1654,Sri Lanka,2006,,Robustas
1655,Tanzania,2006,21.4463,Colombian Milds
1656,Tanzania,2006,21.4463,Robustas
1657,Thailand,2006,46.5464,Brazilian Naturals
1658,Thailand,2006,46.5464,Robustas
1659,Togo,2006,44.7165,Robustas
1660,Trinidad & Tobago,2006,,Robustas
1661,Uganda,2006,47.0192,Other Milds
1662,Uganda,2006,47.0192,Robustas
1663,Vietnam,2006,54.5026,Brazilian Naturals
1664,Vietnam,2006,54.5026,Robustas
1665,© International Coffee Organization,2006,,
1666,Colombia,2007,100.0535,Colombian Milds
1667,Kenya,2007,,Colombian Milds
1668,Tanzania,2007,59.7769,Colombian Milds
1669,Tanzania,2007,59.7769,Robustas
1670,Bolivia,2007,,Other Milds
1671,Burundi,2007,80.3535,Other Milds
1672,Burundi,2007,80.3535,Robustas
1673,Cameroon,2007,80.1917,Other Milds
1674,Cameroon,2007,80.1917,Robustas
1675,"Congo, Dem. Rep. of",2007,,Other Milds
1676,"Congo, Dem. Rep. of",2007,,Robustas
1677,Costa Rica,2007,98.6447,Other Milds
1678,Cuba,2007,47.1428,Other Milds
1679,Dominican Republic,2007,87.1283,Other Milds
1680,Ecuador,2007,110.5232,Other Milds
1681,Ecuador,2007,110.5232,Robustas
1682,El Salvador,2007,75.2353,Other Milds
1683,Guatemala,2007,98.312,Other Milds
1684,Haiti,2007,,Other Milds
1685,Honduras,2007,81.632,Other Milds
1686,India,2007,108.0306,Other Milds
1687,India,2007,108.0306,Robustas
1688,Jamaica,2007,343.0594,Other Milds
1689,Madagascar,2007,,Other Milds
1690,Madagascar,2007,,Robustas
1691,Malawi,2007,80.358,Other Milds
1692,Mexico,2007,90.9075,Other Milds
1693,Nicaragua,2007,64.3645,Other Milds
1694,Panama,2007,,Other Milds
1695,Papua New Guinea,2007,76.6883,Other Milds
1696,Papua New Guinea,2007,76.6883,Robustas
1697,Peru,2007,,Other Milds
1698,Rwanda,2007,,Other Milds
1699,Sri Lanka,2007,,Other Milds
1700,Sri Lanka,2007,,Robustas
1701,Uganda,2007,65.0071,Other Milds
1702,Uganda,2007,65.0071,Robustas
1703,"Venezuela, Bol. Rep. of",2007,,Other Milds
1704,Zambia,2007,106.4471,Other Milds
1705,Zimbabwe ,2007,,Other Milds
1706,Angola,2007,,Brazilian Naturals
1707,Angola,2007,,Robustas
1708,Brazil,2007,98.2955,Brazilian Naturals
1709,Brazil,2007,98.2955,Robustas
1710,Ethiopia,2007,69.829,Brazilian Naturals
1711,Indonesia,2007,117.9882,Brazilian Naturals
1712,Indonesia,2007,117.9882,Robustas
1713,Philippines,2007,81.3725,Brazilian Naturals
1714,Philippines,2007,81.3725,Robustas
1715,Thailand,2007,,Brazilian Naturals
1716,Thailand,2007,,Robustas
1717,Vietnam,2007,,Brazilian Naturals
1718,Vietnam,2007,,Robustas
1719,Angola,2007,36.0524,Brazilian Naturals
1720,Angola,2007,36.0524,Robustas
1721,Benin,2007,,Robustas
1722,Brazil,2007,78.9409,Brazilian Naturals
1723,Brazil,2007,78.9409,Robustas
1724,Burundi,2007,,Other Milds
1725,Burundi,2007,,Robustas
1726,Cameroon,2007,55.1318,Other Milds
1727,Cameroon,2007,55.1318,Robustas
1728,Central African Republic,2007,45.3414,Robustas
1729,"Congo, Dem. Rep. of",2007,,Other Milds
1730,"Congo, Dem. Rep. of",2007,,Robustas
1731,"Congo, Rep. of",2007,,Robustas
1732,Côte d'Ivoire,2007,32.8384,Robustas
1733,Ecuador,2007,64.9046,Other Milds
1734,Ecuador,2007,64.9046,Robustas
1735,Gabon,2007,,Robustas
1736,Ghana,2007,,Robustas
1737,Guinea,2007,,Robustas
1738,India,2007,79.3802,Other Milds
1739,India,2007,79.3802,Robustas
1740,Indonesia,2007,55.8043,Brazilian Naturals
1741,Indonesia,2007,55.8043,Robustas
1742,Liberia,2007,,Robustas
1743,Madagascar,2007,69.5695,Other Milds
1744,Madagascar,2007,69.5695,Robustas
1745,Nigeria,2007,,Robustas
1746,Papua New Guinea,2007,23.9073,Other Milds
1747,Papua New Guinea,2007,23.9073,Robustas
1748,Philippines,2007,74.4775,Brazilian Naturals
1749,Philippines,2007,74.4775,Robustas
1750,Sierra Leone,2007,,Robustas
1751,Sri Lanka,2007,,Other Milds
1752,Sri Lanka,2007,,Robustas
1753,Tanzania,2007,21.3788,Colombian Milds
1754,Tanzania,2007,21.3788,Robustas
1755,Thailand,2007,64.6742,Brazilian Naturals
1756,Thailand,2007,64.6742,Robustas
1757,Togo,2007,56.7223,Robustas
1758,Trinidad & Tobago,2007,,Robustas
1759,Uganda,2007,55.8766,Other Milds
1760,Uganda,2007,55.8766,Robustas
1761,Vietnam,2007,71.1417,Brazilian Naturals
1762,Vietnam,2007,71.1417,Robustas
1763,© International Coffee Organization,2007,,
1764,Colombia,2008,114.2209,Colombian Milds
1765,Kenya,2008,,Colombian Milds
1766,Tanzania,2008,63.3829,Colombian Milds
1767,Tanzania,2008,63.3829,Robustas
1768,Bolivia,2008,,Other Milds
1769,Burundi,2008,86.1923,Other Milds
1770,Burundi,2008,86.1923,Robustas
1771,Cameroon,2008,79.1296,Other Milds
1772,Cameroon,2008,79.1296,Robustas
1773,"Congo, Dem. Rep. of",2008,,Other Milds
1774,"Congo, Dem. Rep. of",2008,,Robustas
1775,Costa Rica,2008,106.1749,Other Milds
1776,Cuba,2008,70.7141,Other Milds
1777,Dominican Republic,2008,101.4508,Other Milds
1778,Ecuador,2008,145.036,Other Milds
1779,Ecuador,2008,145.036,Robustas
1780,El Salvador,2008,86.0511,Other Milds
1781,Guatemala,2008,111.0286,Other Milds
1782,Haiti,2008,,Other Milds
1783,Honduras,2008,90.5567,Other Milds
1784,India,2008,121.6958,Other Milds
1785,India,2008,121.6958,Robustas
1786,Jamaica,2008,348.4808,Other Milds
1787,Madagascar,2008,,Other Milds
1788,Madagascar,2008,,Robustas
1789,Malawi,2008,76.2341,Other Milds
1790,Mexico,2008,106.0489,Other Milds
1791,Nicaragua,2008,71.0228,Other Milds
1792,Panama,2008,,Other Milds
1793,Papua New Guinea,2008,111.7771,Other Milds
1794,Papua New Guinea,2008,111.7771,Robustas
1795,Peru,2008,,Other Milds
1796,Rwanda,2008,,Other Milds
1797,Sri Lanka,2008,,Other Milds
1798,Sri Lanka,2008,,Robustas
1799,Uganda,2008,73.3181,Other Milds
1800,Uganda,2008,73.3181,Robustas
1801,"Venezuela, Bol. Rep. of",2008,,Other Milds
1802,Zambia,2008,126.7021,Other Milds
1803,Zimbabwe ,2008,,Other Milds
1804,Angola,2008,,Brazilian Naturals
1805,Angola,2008,,Robustas
1806,Brazil,2008,109.2581,Brazilian Naturals
1807,Brazil,2008,109.2581,Robustas
1808,Ethiopia,2008,71.7101,Brazilian Naturals
1809,Indonesia,2008,,Brazilian Naturals
1810,Indonesia,2008,,Robustas
1811,Philippines,2008,95.5242,Brazilian Naturals
1812,Philippines,2008,95.5242,Robustas
1813,Thailand,2008,,Brazilian Naturals
1814,Thailand,2008,,Robustas
1815,Vietnam,2008,,Brazilian Naturals
1816,Vietnam,2008,,Robustas
1817,Angola,2008,42.3165,Brazilian Naturals
1818,Angola,2008,42.3165,Robustas
1819,Benin,2008,,Robustas
1820,Brazil,2008,91.5772,Brazilian Naturals
1821,Brazil,2008,91.5772,Robustas
1822,Burundi,2008,,Other Milds
1823,Burundi,2008,,Robustas
1824,Cameroon,2008,52.5448,Other Milds
1825,Cameroon,2008,52.5448,Robustas
1826,Central African Republic,2008,45.6902,Robustas
1827,"Congo, Dem. Rep. of",2008,,Other Milds
1828,"Congo, Dem. Rep. of",2008,,Robustas
1829,"Congo, Rep. of",2008,,Robustas
1830,Côte d'Ivoire,2008,51.8569,Robustas
1831,Ecuador,2008,79.2587,Other Milds
1832,Ecuador,2008,79.2587,Robustas
1833,Gabon,2008,,Robustas
1834,Ghana,2008,,Robustas
1835,Guinea,2008,,Robustas
1836,India,2008,96.1168,Other Milds
1837,India,2008,96.1168,Robustas
1838,Indonesia,2008,,Brazilian Naturals
1839,Indonesia,2008,,Robustas
1840,Liberia,2008,,Robustas
1841,Madagascar,2008,,Other Milds
1842,Madagascar,2008,,Robustas
1843,Nigeria,2008,,Robustas
1844,Papua New Guinea,2008,34.8969,Other Milds
1845,Papua New Guinea,2008,34.8969,Robustas
1846,Philippines,2008,88.332,Brazilian Naturals
1847,Philippines,2008,88.332,Robustas
1848,Sierra Leone,2008,,Robustas
1849,Sri Lanka,2008,,Other Milds
1850,Sri Lanka,2008,,Robustas
1851,Tanzania,2008,35.3223,Colombian Milds
1852,Tanzania,2008,35.3223,Robustas
1853,Thailand,2008,83.75,Brazilian Naturals
1854,Thailand,2008,83.75,Robustas
1855,Togo,2008,76.9358,Robustas
1856,Trinidad & Tobago,2008,,Robustas
1857,Uganda,2008,71.0945,Other Milds
1858,Uganda,2008,71.0945,Robustas
1859,Vietnam,2008,89.1498,Brazilian Naturals
1860,Vietnam,2008,89.1498,Robustas
1861,© International Coffee Organization,2008,,
1862,Colombia,2009,138.9551,Colombian Milds
1863,Kenya,2009,,Colombian Milds
1864,Tanzania,2009,,Colombian Milds
1865,Tanzania,2009,,Robustas
1866,Bolivia,2009,,Other Milds
1867,Burundi,2009,85.6816,Other Milds
1868,Burundi,2009,85.6816,Robustas
1869,Cameroon,2009,66.0498,Other Milds
1870,Cameroon,2009,66.0498,Robustas
1871,"Congo, Dem. Rep. of",2009,,Other Milds
1872,"Congo, Dem. Rep. of",2009,,Robustas
1873,Costa Rica,2009,106.8847,Other Milds
1874,Cuba,2009,70.7141,Other Milds
1875,Dominican Republic,2009,106.0351,Other Milds
1876,Ecuador,2009,147.0903,Other Milds
1877,Ecuador,2009,147.0903,Robustas
1878,El Salvador,2009,79.1937,Other Milds
1879,Guatemala,2009,109.643,Other Milds
1880,Haiti,2009,,Other Milds
1881,Honduras,2009,83.7151,Other Milds
1882,India,2009,136.8872,Other Milds
1883,India,2009,136.8872,Robustas
1884,Jamaica,2009,295.9686,Other Milds
1885,Madagascar,2009,,Other Milds
1886,Madagascar,2009,,Robustas
1887,Malawi,2009,91.3144,Other Milds
1888,Mexico,2009,,Other Milds
1889,Nicaragua,2009,71.0177,Other Milds
1890,Panama,2009,,Other Milds
1891,Papua New Guinea,2009,72.7461,Other Milds
1892,Papua New Guinea,2009,72.7461,Robustas
1893,Peru,2009,,Other Milds
1894,Rwanda,2009,,Other Milds
1895,Sri Lanka,2009,,Other Milds
1896,Sri Lanka,2009,,Robustas
1897,Uganda,2009,60.5449,Other Milds
1898,Uganda,2009,60.5449,Robustas
1899,"Venezuela, Bol. Rep. of",2009,,Other Milds
1900,Zambia,2009,116.5411,Other Milds
1901,Zimbabwe ,2009,,Other Milds
1902,Angola,2009,,Brazilian Naturals
1903,Angola,2009,,Robustas
1904,Brazil,2009,100.7993,Brazilian Naturals
1905,Brazil,2009,100.7993,Robustas
1906,Ethiopia,2009,77.0621,Brazilian Naturals
1907,Indonesia,2009,,Brazilian Naturals
1908,Indonesia,2009,,Robustas
1909,Philippines,2009,,Brazilian Naturals
1910,Philippines,2009,,Robustas
1911,Thailand,2009,,Brazilian Naturals
1912,Thailand,2009,,Robustas
1913,Vietnam,2009,,Brazilian Naturals
1914,Vietnam,2009,,Robustas
1915,Angola,2009,40.1402,Brazilian Naturals
1916,Angola,2009,40.1402,Robustas
1917,Benin,2009,,Robustas
1918,Brazil,2009,73.4234,Brazilian Naturals
1919,Brazil,2009,73.4234,Robustas
1920,Burundi,2009,,Other Milds
1921,Burundi,2009,,Robustas
1922,Cameroon,2009,37.7428,Other Milds
1923,Cameroon,2009,37.7428,Robustas
1924,Central African Republic,2009,43.5931,Robustas
1925,"Congo, Dem. Rep. of",2009,,Other Milds
1926,"Congo, Dem. Rep. of",2009,,Robustas
1927,"Congo, Rep. of",2009,,Robustas
1928,Côte d'Ivoire,2009,37.5209,Robustas
1929,Ecuador,2009,77.9858,Other Milds
1930,Ecuador,2009,77.9858,Robustas
1931,Gabon,2009,91.9579,Robustas
1932,Ghana,2009,,Robustas
1933,Guinea,2009,,Robustas
1934,India,2009,73.1278,Other Milds
1935,India,2009,73.1278,Robustas
1936,Indonesia,2009,,Brazilian Naturals
1937,Indonesia,2009,,Robustas
1938,Liberia,2009,,Robustas
1939,Madagascar,2009,,Other Milds
1940,Madagascar,2009,,Robustas
1941,Nigeria,2009,,Robustas
1942,Papua New Guinea,2009,27.5747,Other Milds
1943,Papua New Guinea,2009,27.5747,Robustas
1944,Philippines,2009,69.3786,Brazilian Naturals
1945,Philippines,2009,69.3786,Robustas
1946,Sierra Leone,2009,,Robustas
1947,Sri Lanka,2009,,Other Milds
1948,Sri Lanka,2009,,Robustas
1949,Tanzania,2009,,Colombian Milds
1950,Tanzania,2009,,Robustas
1951,Thailand,2009,90.4789,Brazilian Naturals
1952,Thailand,2009,90.4789,Robustas
1953,Togo,2009,44.7102,Robustas
1954,Trinidad & Tobago,2009,,Robustas
1955,Uganda,2009,49.0312,Other Milds
1956,Uganda,2009,49.0312,Robustas
1957,Vietnam,2009,65.5202,Brazilian Naturals
1958,Vietnam,2009,65.5202,Robustas
1959,© International Coffee Organization,2009,,
1960,Colombia,2010,180.5484,Colombian Milds
1961,Kenya,2010,,Colombian Milds
1962,Tanzania,2010,,Colombian Milds
1963,Tanzania,2010,,Robustas
1964,Bolivia,2010,,Other Milds
1965,Burundi,2010,85.6928,Other Milds
1966,Burundi,2010,85.6928,Robustas
1967,Cameroon,2010,,Other Milds
1968,Cameroon,2010,,Robustas
1969,"Congo, Dem. Rep. of",2010,,Other Milds
1970,"Congo, Dem. Rep. of",2010,,Robustas
1971,Costa Rica,2010,139.8577,Other Milds
1972,Cuba,2010,70.7141,Other Milds
1973,Dominican Republic,2010,139.1288,Other Milds
1974,Ecuador,2010,161.8815,Other Milds
1975,Ecuador,2010,161.8815,Robustas
1976,El Salvador,2010,109.8806,Other Milds
1977,Guatemala,2010,144.7711,Other Milds
1978,Haiti,2010,,Other Milds
1979,Honduras,2010,125.1588,Other Milds
1980,India,2010,151.0778,Other Milds
1981,India,2010,151.0778,Robustas
1982,Jamaica,2010,286.8197,Other Milds
1983,Madagascar,2010,,Other Milds
1984,Madagascar,2010,,Robustas
1985,Malawi,2010,96.3484,Other Milds
1986,Mexico,2010,,Other Milds
1987,Nicaragua,2010,78.5382,Other Milds
1988,Panama,2010,,Other Milds
1989,Papua New Guinea,2010,94.8925,Other Milds
1990,Papua New Guinea,2010,94.8925,Robustas
1991,Peru,2010,,Other Milds
1992,Rwanda,2010,,Other Milds
1993,Sri Lanka,2010,,Other Milds
1994,Sri Lanka,2010,,Robustas
1995,Uganda,2010,87.2302,Other Milds
1996,Uganda,2010,87.2302,Robustas
1997,"Venezuela, Bol. Rep. of",2010,,Other Milds
1998,Zambia,2010,120.1508,Other Milds
1999,Zimbabwe ,2010,,Other Milds
2000,Angola,2010,,Brazilian Naturals
2001,Angola,2010,,Robustas
2002,Brazil,2010,133.9954,Brazilian Naturals
2003,Brazil,2010,133.9954,Robustas
2004,Ethiopia,2010,85.4598,Brazilian Naturals
2005,Indonesia,2010,,Brazilian Naturals
2006,Indonesia,2010,,Robustas
2007,Philippines,2010,,Brazilian Naturals
2008,Philippines,2010,,Robustas
2009,Thailand,2010,,Brazilian Naturals
2010,Thailand,2010,,Robustas
2011,Vietnam,2010,,Brazilian Naturals
2012,Vietnam,2010,,Robustas
2013,Angola,2010,44.3889,Brazilian Naturals
2014,Angola,2010,44.3889,Robustas
2015,Benin,2010,,Robustas
2016,Brazil,2010,74.2175,Brazilian Naturals
2017,Brazil,2010,74.2175,Robustas
2018,Burundi,2010,,Other Milds
2019,Burundi,2010,,Robustas
2020,Cameroon,2010,,Other Milds
2021,Cameroon,2010,,Robustas
2022,Central African Republic,2010,51.3974,Robustas
2023,"Congo, Dem. Rep. of",2010,,Other Milds
2024,"Congo, Dem. Rep. of",2010,,Robustas
2025,"Congo, Rep. of",2010,,Robustas
2026,Côte d'Ivoire,2010,22.4929,Robustas
2027,Ecuador,2010,80.548,Other Milds
2028,Ecuador,2010,80.548,Robustas
2029,Gabon,2010,82.5789,Robustas
